Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,16095,"-4,375793173","1,4938728057","0,3406773431","-0,109879473"
2,11818,"1,8066826346","2,8896308655","-0,062990324","0,4574988248"
3,5669,"1,8703835649","2,4498972597","1,2394644094","-2,484862914"
4,45695,"0,3882116896","0,3205402539","-0,644619119","1,0951409241"
5,47470,"0,0302557339","-0,572951013","-0,896739753","-0,850064472"
6,85968,"0,2244816364","-0,692479875","0,7009444543","0,0088238432"
