Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,16095,"-4,375793173","1,4938728057","0,3406773431","-0,109879473"
2,17487,"1,8273334366","2,7470764073","0,3592442438","-0,49636683"
3,45695,"0,3882116896","0,3205402539","-0,644619119","1,0951409241"
4,133438,"0,1553865991","-0,649957992","0,1325751044","-0,296722016"
