r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 384372 120672  18540 365016    0    0     0     0 3981  752  3 30 67  0  0
 1  0 384372 120672  18540 365028    0    0     0     0 4260  653  2 27 71  0  0
 0  0 384372 120672  18540 365032    0    0     0     0 3049  708  3 19 78  0  0
 1  0 384372 120672  18548 365044    0    0     0    52 3694  846  2 25 73  0  0
 0  0 384372 120672  18548 365052    0    0     0     0 3744  822  1 30 69  0  0
 0  0 384372 120672  18548 365056    0    0     0     0 4199  820  2 45 52  0  0
 1  0 384372 120672  18548 365068    0    0     0     0 3721  745  2 29 68  0  0
 0  0 384372 120672  18548 365076    0    0     0     0 3651  738  2 25 73  0  0
 0  0 384372 120672  18556 365088    0    0     0    24 3985  858  6 30 64  0  0
 0  0 384372 120672  18556 365092    0    0     0     0 3456  801  1 26 73  0  0
 0  0 384372 120672  18556 365104    0    0     0     0 4319  836  2 33 64  0  0
 1  0 384372 120672  18556 365108    0    0     0     0 2887  701  1 25 74  0  0
 0  0 384372 120672  18556 365116    0    0     0     0 4474  905  5 47 48  0  0
 0  0 384372 120672  18564 365124    0    0     0    12 3755  833  0 35 65  0  0
 1  0 384372 120672  18564 365132    0    0     0     0 3771  954  5 33 63  0  0
 0  0 384372 120672  18564 365140    0    0     0     0 3722  819  2 28 70  0  0
 1  0 384372 120672  18564 365144    0    0     0     0 2735  770  2 26 72  0  0
 0  0 384372 120672  18564 365156    0    0     0     0 3425  775  2 27 71  0  0
 2  0 384372 120672  18572 365160    0    0     0    12 4132  891  4 46 50  0  0
 0  0 384372 120672  18572 365172    0    0     0     0 3111  702  3 36 61  0  0
 0  0 384372 120672  18572 365180    0    0     0     0 3656  796  6 39 55  0  0
 0  0 384372 120672  18572 365188    0    0     0     0 4123  796  5 38 57  0  0
 2  0 384372 120672  18572 365192    0    0     0     0 3355  786  1 32 67  0  0
 0  0 384372 120672  18580 365208    0    0     0    12 3375  743  2 33 65  0  0
 4  0 384372 120672  18580 365212    0    0     0     0 3546  763  6 30 64  0  0
 2  0 384372 120672  18580 365224    0    0     0     0 3837  738  3 33 64  0  0
 0  0 384372 120672  18580 365228    0    0     0     0 3706  813  6 22 72  0  0
 1  0 384372 120672  18580 365236    0    0     0     0 3334  828  7 27 66  0  0
 1  0 384372 120672  18588 365240    0    0     0    12 4147  925  8 44 48  0  0
 0  0 384372 120672  18588 365252    0    0     0     0 3416  848  1 24 75  0  0
 0  0 384372 120672  18588 365260    0    0     0     0 3945  806  5 38 58  0  0
 0  0 384372 120672  18588 365264    0    0     0     0 3461  768  3 33 64  0  0
 0  0 384372 120672  18588 365276    0    0     0     0 3835  821  7 34 59  0  0
 1  0 384372 120672  18596 365280    0    0     0   252 3899  776  5 43 52  1  0
 1  0 384372 120672  18596 365292    0    0     0     0 3361  837  7 46 46  0  0
 4  0 384372 120672  18596 365296    0    0     0     0 3112  741  5 34 61  0  0
 0  0 384372 120672  18596 365308    0    0     0     0 3556  689  5 23 72  0  0
 0  0 384372 120672  18596 365316    0    0     0     0 3797  782  6 36 58  0  0
 0  0 384372 120672  18604 365316    0    0     0    24 4020  817  5 35 60  0  0
 1  0 384372 120672  18604 365328    0    0     0    12 3132  763  6 26 68  0  0
 0  0 384372 120672  18604 365332    0    0     0     0 3765  772  9 50 41  0  0
 0  0 384372 120672  18604 365348    0    0     0     0 3321  746  7 25 68  0  0
 0  0 384372 120672  18604 365352    0    0     0     0 3734  804  5 33 63  0  0
 1  0 384372 120672  18612 365364    0    0     0    12 3655  828  6 54 40  0  0
 0  0 384372 120672  18612 365368    0    0     0     0 3221  724  3 31 66  0  0
 0  0 384372 120672  18612 365376    0    0     0     0 3673  771  3 31 65  0  0
 1  0 384372 120672  18612 365380    0    0     0     0 3046  799  6 60 34  0  0
 0  0 384372 120672  18612 365392    0    0     0     0 2900  774 10 51 39  0  0
 4  0 384372 120672  18620 365396    0    0     0    12 3082  743  6 30 64  0  0
 0  0 384372 120672  18620 365408    0    0     0     0 3714  853 11 60 29  0  0
 2  0 384372 120672  18620 365416    0    0     0     0 3995  880  7 67 26  0  0
