 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 384116  97436  24972 389572    0    0     0    12 1195  575 13 78  9  0  0
 2  0 384116  97436  24972 389580    0    0     0     0 2295  854 10 60 30  0  0
 1  0 384116  97436  24972 389584    0    0     0     0 1674  612  9 67 24  0  0
10  0 384116  97436  24972 389588    0    0     0     0 1219  581 10 79 11  0  0
 2  0 384116  97436  24972 389592    0    0     0     0 2011  668  6 63 31  0  0
 1  0 384116  97436  24980 389600    0    0     0    12 1701  675  8 71 21  0  0
 1  0 384116  97436  24980 389604    0    0     0     0 2032  736  8 66 26  0  0
 4  0 384116  97436  24980 389608    0    0     0     0 1078  604 13 77 10  0  0
 6  0 384116  97436  24980 389616    0    0     0     0 2094  758  9 67 24  0  0
 0  0 384116  97436  24980 389624    0    0     0     0 1580  626  8 75 17  0  0
 1  0 384116  97436  24988 389616    0    0     0    12 1269  470  7 81 12  0  0
10  0 384116  97436  24988 389636    0    0     0     0 2009  697 10 58 32  0  0
 1  0 384116  97436  24988 389640    0    0     0     0 1932  666  5 68 27  0  0
 1  0 384116  97436  24988 389644    0    0     0     0 2105  676  6 57 37  0  0
 9  0 384116  97436  24988 389652    0    0     0     0 1932  657 11 54 35  0  0
 4  0 384116  97436  24996 389644    0    0     0    12 1690  619 12 67 22  0  0
 4  0 384116  97436  24996 389660    0    0     0     0 1736  648  5 74 21  0  0
 1  0 384116  97436  25004 389668    0    0     0    40 2354  794  8 61 31  0  0
 8  0 384116  97436  25004 389672    0    0     0   176 1017  504  7 85  8  0  0
 0  0 384116  97436  25004 389676    0    0     0     0 2623  965  9 63 28  0  0
 3  0 384116  97436  25004 389688    0    0     0     0 2215  735  8 65 27  0  0
 0  0 384116  97436  25004 389692    0    0     0     0 1315  588  9 75 16  0  0
13  0 384116  97436  25012 389696    0    0     0    56 1915  699  7 67 26  0  0
 3  0 384116  97436  25012 389708    0    0     0     0 2286  851  8 58 34  0  0
 2  0 384116  97436  25012 389712    0    0     0     0 1499  736 13 66 21  0  0
 1  0 384116  97436  25012 389716    0    0     0     0 2298  764 11 54 35  0  0
 2  0 384116  97436  25012 389724    0    0     0     0 2093  693  7 61 32  0  0
 4  0 384116  97436  25020 389728    0    0     0    12 2386  868 10 59 31  0  0
 1  0 384116  97436  25020 389736    0    0     0     0 1178  577 10 82  8  0  0
 6  0 384116  97436  25020 389740    0    0     0     0 1695  635  8 68 23  0  0
 2  0 384116  97436  25020 389748    0    0     0     0 1993  690  7 62 31  0  0
 2  0 384116  97436  25020 389748    0    0     0     0 1400  627 13 69 18  0  0
 8  0 384116  97436  25028 389760    0    0     0    12 2054  825  8 66 26  0  0
15  0 384116  97436  25028 389768    0    0     0     0 1429  621  8 76 16  0  0
 1  0 384116  97436  25028 389772    0    0     0     0 1837  738 11 64 25  0  0
14  0 384116  97436  25028 389776    0    0     0     0 1890  648 10 70 20  0  0
16  0 384116  97436  25028 389784    0    0     0     0 2200  726  6 61 32  0  0
 4  0 384116  97436  25036 389788    0    0     0    12 1431  568  9 75 16  0  0
 3  0 384116  97436  25036 389792    0    0     0    44 2440  763  9 53 38  0  0
 5  0 384116  97436  25036 389800    0    0     0     0 1668  604 10 74 16  0  0
11  0 384116  97436  25036 389804    0    0     0     0 1357  559 15 71 14  0  0
 1  0 384116  97436  25036 389812    0    0     0     0 2347  740 13 53 34  0  0
 4  0 384116  97436  25044 389816    0    0     0    12 2382  809  9 58 30  3  0
 2  0 384116  97436  25044 389820    0    0     0     0 1215  520 11 78 11  0  0
 1  0 384116  97436  25044 389828    0    0     0     0 2274  802  4 64 31  0  0
 0  0 384116  97436  25044 389832    0    0     0     0 2635  755  7 62 31  0  0
 6  0 384116  97436  25044 389836    0    0     0     0 1488  618  7 77 16  0  0
 0  0 384116  97436  25052 389840    0    0     0    12 1561  556  8 66 27  0  0
 1  0 384116  97436  25052 389848    0    0     0   176 1765  659  8 71 21  0  0
 5  0 384116  97436  25052 389852    0    0     0     0 1886  757 16 55 28  0  0
 0  0 384116  97436  25052 389860    0    0     0     0 2431  909 13 51 36  0  0
 1  0 384116  97436  25052 389868    0    0     0     0 1343  555 11 74 16  0  0
 0  0 384116  97436  25060 389876    0    0     0    24 1659  749  9 69 22  0  0
 3  0 384116  97436  25060 389880    0    0     0     0 2148  839 11 55 34  0  0
13  0 384116  97436  25060 389888    0    0     0     0 1798  639 13 59 28  0  0
 3  0 384116  97436  25060 389892    0    0     0     0 2011  806  7 49 45  0  0
 2  0 384116  97436  25060 389896    0    0     0     0 1757  683  9 65 26  0  0
 5  0 384116  97436  25068 389904    0    0     0    12 1537  716 11 66 23  0  0
 1  0 384116  97436  25068 389908    0    0     0     0 1238  518 12 79  8  0  0
 6  0 384116  97436  25068 389912    0    0     0     0 1328  602 13 69 18  0  0
 2  0 384116  97436  25068 389916    0    0     0     0 2007  687  9 62 29  0  0
 1  0 384116  97436  25068 389924    0    0     0     0 2050  797  5 72 23  0  0
12  0 384116  97436  25076 389928    0    0     0    12 1573  616 10 73 17  0  0
 1  0 384116  97436  25076 389936    0    0     0     0 2291  770 12 53 35  0  0
 1  0 384116  97436  25076 389940    0    0     0     0 1331  596  8 80 12  0  0
 6  0 384116  97436  25076 389944    0    0     0     0 1367  578 15 71 14  0  0
 3  0 384116  97436  25076 389952    0    0     0     0 1879  706  8 68 24  0  0
 2  0 384116  97436  25084 389956    0    0     0    12 1984  719 12 69 19  0  0
 3  0 384116  97436  25084 389964    0    0     0     0 2072  810 10 63 26  0  0
 1  0 384116  97436  25084 389968    0    0     0     0 1617  577  8 68 24  0  0
 2  0 384116  97436  25084 389972    0    0     0     0 1185  535  8 79 12  0  0
 3  0 384116  97436  25084 389976    0    0     0     0 2336  755  9 52 39  0  0
 5  0 384116  97436  25092 389984    0    0     0    12 2257  839  7 57 36  0  0
 7  0 384116  97436  25092 389988    0    0     0     0 1740  695 10 66 25  0  0
12  0 384116  97436  25092 389992    0    0     0     0 2287  772  8 58 33  0  0
 1  0 384116  97436  25092 390004    0    0     0     0 2482  783 12 54 35  0  0
 1  0 384116  97436  25092 390008    0    0     0     0 2286  762  7 58 35  0  0
 1  0 384116  97436  25100 390012    0    0     0    12 1653  562 12 70 19  0  0
 1  0 384116  97436  25100 390020    0    0     0     0 2625  836 10 58 32  0  0
 2  0 384116  97436  25100 390024    0    0     0   168 1763  625 11 71 18  0  0
 0  0 384116  97436  25100 390032    0    0     0     0 1608  619 10 71 19  0  0
 6  0 384116  97436  25100 390036    0    0     0     0 2694  957  9 53 37  0  0
 1  0 384116  97436  25108 390044    0    0     0    24 2304  787  8 64 27  1  0
 0  0 384116  97436  25108 390048    0    0     0     0 2058  718  7 69 24  0  0
 1  0 384116  97436  25108 390056    0    0     0    12 2096  757 12 60 27  0  0
 1  0 384116  97436  25108 390060    0    0     0     0 2151  720 11 68 21  0  0
 0  0 384116  97436  25108 390068    0    0     0     0 2723  946  9 53 38  0  0
 1  0 384116  97436  25116 390072    0    0     0    12 1960  798 14 63 24  0  0
11  0 384116  97436  25116 390076    0    0     0     0 1944  736  9 60 31  0  0
 2  0 384116  97436  25116 390084    0    0     0     0 1821  714 16 66 18  0  0
 1  0 384116  97436  25116 390088    0    0     0     0 1870  659  8 65 27  0  0
 5  0 384116  97436  25116 390092    0    0     0     0 2120  719 10 64 26  0  0
 0  0 384116  97436  25124 390100    0    0     0    12 1629  685  8 75 17  0  0
 2  0 384116  97436  25124 390104    0    0     0     0 2493  821 11 54 34  0  0
 8  0 384116  97436  25124 390108    0    0     0     0 1913  611 13 62 25  0  0
 1  0 384116  97436  25124 390116    0    0     0     0 1789  594  7 71 21  0  0
11  0 384116  97436  25124 390120    0    0     0     0 1654  638 10 71 19  0  0
 1  0 384116  97436  25132 390128    0    0     0    12 1964  701  9 65 25  0  0
 3  0 384116  97436  25132 390136    0    0     0     0 2609  897 11 49 39  0  0
 8  0 384116  97436  25132 390140    0    0     0     0 1376  575 21 63 16  0  0
 1  0 384116  97436  25132 390148    0    0     0     0 2551  815 11 49 40  0  0
 1  0 384116  97436  25132 390152    0    0     0     0 1235  585 13 81  6  0  0
 0  0 384116  97436  25140 390148    0    0     0    12 2208  843  8 57 35  0  0
 2  0 384116  97436  25140 390164    0    0     0     0 2034  724 14 55 32  0  0
13  0 384116  97436  25140 390168    0    0     0     0  701  363  7 83 10  0  0
 1  0 384116  97436  25140 390176    0    0     0     0 2627  947 13 42 45  0  0
 2  0 384116  97436  25140 390180    0    0     0     0 1259  501  6 78 16  0  0
 2  0 384116  97436  25148 390184    0    0     0    12 1447  600 10 70 21  0  0
 1  0 384116  97436  25148 390188    0    0     0     0 2059  652 13 63 25  0  0
11  0 384116  97436  25148 390192    0    0     0   176 1691  562 13 72 15  0  0
21  0 384116  97436  25148 390200    0    0     0     0  752  401  6 90  4  0  0
 1  0 384116  97436  25148 390204    0    0     0     0 2178  790 10 56 34  0  0
 7  0 384116  97436  25156 390212    0    0     0    24 2388  871  8 61 32  0  0
 5  0 384116  97436  25156 390216    0    0     0     0 1478  544  8 74 18  0  0
 2  0 384116  97436  25156 390224    0    0     0     0 1398  603  9 79 12  0  0
 7  0 384116  97436  25156 390228    0    0     0     0 1198  505 10 77 13  0  0
 0  0 384116  97436  25156 390232    0    0     0     0 1870  799 15 62 23  0  0
12  0 384116  97436  25164 390240    0    0     0    12 1805  680  8 70 22  0  0
 7  0 384116  97436  25164 390244    0    0     0     0 1433  588  8 74 18  0  0
11  0 384116  97436  25164 390256    0    0     0     0 1750  663 11 70 19  0  0
 1  0 384116  97436  25164 390264    0    0     0     0 2156  799  8 57 35  0  0
 1  0 384116  97436  25164 390268    0    0     0     0 2057  789  9 57 34  0  0
 3  0 384116  97436  25172 390264    0    0     0    12 1069  505 13 81  6  0  0
 1  0 384116  97436  25172 390280    0    0     0     0 1907  658 11 66 23  0  0
 4  0 384116  97436  25172 390284    0    0     0     0 1507  600  7 74 19  0  0
 1  0 384116  97436  25172 390292    0    0     0     0 2271  817  9 66 25  0  0
 1  0 384116  97436  25172 390296    0    0     0     0 1447  582 10 72 17  0  0
 3  0 384116  97436  25180 390300    0    0     0    12 1670  677 11 65 24  0  0
 3  0 384116  97436  25180 390308    0    0     0     0 1577  690  9 73 18  0  0
 2  0 384116  97436  25180 390308    0    0     0     0 1660  684  7 79 13  0  0
 0  0 384116  97436  25180 390320    0    0     0    12 1638  657  8 65 27  0  0
 1  0 384116  97436  25180 390324    0    0     0     0 1351  562 12 72 16  0  0
 1  0 384116  97436  25188 390328    0    0     0    12 1687  619 10 67 24  0  0
10  0 384116  97436  25196 390332    0    0     0    28 1689  569 12 73 15  0  0
 8  0 384116  97436  25196 390336    0    0     0     0  947  436 11 84  5  0  0
 6  0 384116  97436  25196 390340    0    0     0     0  448  422  6 91  3  0  0
 0  0 384116  97436  25196 390348    0    0     0     0 2221  785  7 65 28  0  0
 2  0 384116  97436  25196 390356    0    0     0     0 1694  651 12 63 25  0  0
15  0 384116  97436  25204 390360    0    0     0    12 1752  677  9 69 23  0  0
 7  0 384116  97436  25204 390372    0    0     0     0 1668  628 10 65 25  0  0
 2  0 384116  97436  25204 390376    0    0     0   176 2317  846 11 59 30  0  0
 1  0 384116  97436  25204 390380    0    0     0     0 2111  728  7 56 37  0  0
 2  0 384116  97436  25204 390384    0    0     0     0 1649  614  6 70 25  0  0
21  0 384116  97436  25212 390388    0    0     0    24 1142  466  6 82 12  0  0
 1  0 384116  97436  25212 390396    0    0     0     0 1638  680  8 76 15  0  0
 3  0 384116  97436  25212 390400    0    0     0     0 2555  893 10 53 36  0  0
 0  0 384116  97436  25212 390404    0    0     0     0 1683  673  8 71 21  0  0
 4  0 384116  97436  25212 390412    0    0     0     0 2636  840 10 51 39  0  0
 6  0 384116  97436  25220 390416    0    0     0    12 1662  594  7 71 22  0  0
 1  0 384116  97436  25220 390424    0    0     0     0 2215  788 11 57 33  0  0
 1  0 384116  97436  25220 390428    0    0     0     0 1625  683  9 68 23  0  0
 4  0 384116  97436  25220 390432    0    0     0     0 2022  649  6 62 32  0  0
11  0 384116  97436  25220 390436    0    0     0     0 1095  474  8 79 13  0  0
 1  0 384116  97436  25228 390444    0    0     0    12 1451  617  8 71 21  0  0
 2  0 384116  97436  25228 390448    0    0     0     0 2396  717 10 53 37  0  0
 5  0 384116  97436  25228 390452    0    0     0     0 1666  616  7 72 21  0  0
14  0 384116  97436  25228 390456    0    0     0     0 1679  582  8 68 24  0  0
 1  0 384116  97436  25228 390464    0    0     0     0 1763  698 10 63 27  0  0
14  0 384116  97436  25236 390468    0    0     0    12 1633  689 12 68 20  0  0
 9  0 384116  97436  25236 390472    0    0     0     0  972  776 28 68  4  0  0
13  0 384116  97436  25236 390476    0    0     0     0  934  518 18 76  6  0  0
 1  0 384116  97436  25236 390480    0    0     0     0 1227  618 16 78  6  0  0
 8  0 384116  97436  25236 390484    0    0     0     0  887  463 12 82  6  0  0
