'VmPeak','VmSize','VmHWM','VmRSS','VmPTE','Threads','MemFree','Buffers','Cached','Active','Inactive','Dirty','Writeback','Mapped','PageTables','Committed_AS','NumOfAllocFH','proc-fd','avgThroughput','avgElapsed',Principale1,Principale2,Principale3,Cluster
177704,173608,35624,34500,208,52,4568240,191664,1117924,0,469892,926536,4568240,140,86844,23844,113700,7216,319172,1020,"0,1376366252","-0,753040023","0,062519348",8
177704,173608,35624,34624,208,38,4568864,191680,1117924,0,470072,926500,4568864,172,86812,23844,112996,7216,321068,1020,"0,1174167211","-0,750119371","0,0865130383",8
177704,173608,35624,34500,208,86,4568744,191700,1117924,0,469996,926472,4568744,140,86844,23844,112596,7212,320940,1020,"0,3174371371","-0,56889149","-0,036881968",8
177704,173608,35624,34592,208,109,4567568,191700,1117924,0,470140,926420,4567568,32,86908,23844,113960,7212,320248,1020,"0,4451722796","-0,532679398","-0,078953351",8
177704,173352,35624,34588,208,72,4568716,191736,1117924,0,470160,926428,4568716,140,87120,23844,112736,7216,320096,1020,"0,2495686925","-0,617097962","0,0204775089",8
177704,174632,35908,35724,212,71,4567732,191748,1117928,0,471348,926396,4567732,188,88136,23844,112980,7220,318200,1020,"0,3985186492","-0,521439942","0,0144461328",8
178212,172368,36480,33492,208,69,4569616,191756,1117928,0,469160,926352,4569616,140,85996,23844,113104,7216,320872,510,"0,3560124866","-0,516593887","-0,204187515",8
178212,173648,36480,34732,208,65,4568656,191768,1117928,0,470440,926324,4568656,164,86856,23844,112664,7216,321404,1020,"0,3054731379","-0,59278206","0,0096145754",8
178212,172624,36480,33260,208,54,4569860,191792,1117928,0,469008,926296,4569860,144,85592,23844,113136,7216,318416,510,"0,188700672","-0,634590733","-0,182148593",8
178212,172624,36480,33264,208,40,4570212,191824,1117928,0,469068,926288,4570212,168,85776,23844,112908,7216,320220,1020,"-0,006073626","-0,816168169","0,0779338634",8
178212,172620,36480,33380,208,56,4569728,191828,1117928,0,469228,926248,4569728,8,85776,23844,112956,7216,320076,510,"0,2600282431","-0,585588252","-0,191905228",8
178212,172368,36480,33656,208,82,4569388,191844,1117928,0,469556,926216,4569388,164,85840,23844,112668,7216,319760,510,"0,3795892251","-0,471253581","-0,239531915",8
178212,172624,36480,33568,208,91,4569068,191872,1117928,0,469492,926212,4569068,144,86128,23844,112916,7216,317372,510,"0,3728512692","-0,47114118","-0,256589507",8
178212,173648,36480,34596,208,75,4568568,191896,1117928,0,470548,926212,4568568,176,86996,23844,112848,7212,317316,510,"0,4114220562","-0,468030525","-0,260856816",8
178212,173648,36480,34364,208,61,4568928,191908,1117928,0,470384,926148,4568928,140,86736,23844,112592,7212,324224,1020,"0,335345742","-0,592743311","0,0004492432",8
178212,172620,36480,33076,208,58,4569704,191932,1117928,0,469148,926124,4569704,156,85196,23844,112912,7212,321416,510,"0,2575920663","-0,601997777","-0,213585745",8
178212,172624,36480,33084,208,56,4570332,191956,1117924,0,469208,926104,4570332,144,85416,23844,112816,7216,320040,1020,"0,0379659934","-0,773022899","0,0405321051",8
178212,173644,36480,34496,208,66,4568012,191960,1117928,0,470668,926056,4568012,168,86840,23844,113608,7212,320640,1530,"0,1026669763","-0,828995153","0,2219873226",8
178212,173644,36480,34236,208,34,4568504,191984,1117932,0,470448,926044,4568504,152,86580,23844,113652,7216,317256,1020,"0,0199986272","-0,841011522","0,0778642336",8
178212,174668,36480,35400,212,93,4567184,192012,1117928,0,471604,926024,4567184,164,87440,23844,113152,7216,320640,1020,"0,5616084839","-0,434669541","-0,069150283",8
178212,172620,36480,33464,208,80,4569408,192044,1117932,0,469760,926016,4569408,144,85804,23844,112920,7216,319028,1020,"0,1659201668","-0,674763973","-0,008387176",8
178212,173644,36480,34520,208,83,4568004,192072,1117932,0,470840,926020,4568004,172,86856,23844,113016,7216,320900,1020,"0,3780712104","-0,551939819","-0,019950655",8
178212,173648,36480,34712,208,75,4568076,192084,1117932,0,471092,925980,4568076,140,87056,23844,112628,7216,320272,1020,"0,3334250611","-0,567237395","-0,010037875",8
178212,172628,36480,33580,204,74,4569184,192104,1117932,0,469988,925968,4569184,156,85984,23844,112660,7212,317464,510,"0,2424205352","-0,57260459","-0,236351342",8
178212,172616,36480,33732,204,69,4569116,192120,1117928,0,470188,925936,4569116,8,86292,23844,112872,7212,321052,1020,"0,1669327483","-0,697822327","0,0019276873",8
178212,171592,36480,32288,204,50,4570996,192132,1117932,0,468788,925900,4570996,172,84568,23844,112684,7212,317356,1020,"-0,229739174","-0,945253874","0,0489699826",8
178212,171588,36480,32228,204,93,4570512,192152,1117932,0,468776,925876,4570512,140,84572,23844,113024,7212,319496,1020,"0,0428183435","-0,756368216","-0,032154855",8
178212,171592,36480,32304,204,87,4569948,192176,1117936,0,468904,925856,4569948,176,84808,23844,113488,7212,317220,510,"0,1591275982","-0,650382246","-0,241806199",8
178212,171588,36480,32232,204,79,4570908,192204,1117936,0,468876,925840,4570908,144,84576,23844,112584,7212,318276,1020,"-0,068751136","-0,815456604","-0,009444363",8
178212,172612,36480,33720,204,76,4568940,192224,1117932,0,470404,925816,4568940,176,86060,23844,112796,7212,317860,1020,"0,0941578707","-0,727918509","-0,011448239",8
178212,173488,36480,33828,208,77,4568928,192248,1117936,0,470536,925800,4568928,140,86004,23844,112744,7216,319080,510,"0,3946102225","-0,479811909","-0,242292743",8
178212,173232,36480,33764,208,75,4569316,192272,1117936,0,470496,925816,4569316,156,86112,23844,112568,7216,319096,1020,"0,1892254801","-0,652939525","-0,006742622",8
178212,173232,36480,34604,204,76,4568184,192300,1117932,0,471376,925804,4568184,144,86948,23844,112708,7208,317112,510,"0,3559370279","-0,512715877","-0,272923094",8
178352,173232,36480,34604,204,89,4567336,192320,1117936,0,471420,925784,4567336,176,86956,23844,113592,7212,318732,1020,"0,3148298982","-0,620787651","-0,037205456",8
178352,173484,36480,34612,204,65,4567408,192328,1117936,0,471468,925752,4567408,140,87012,23844,113700,7212,320684,1530,"0,0864877896","-0,852910497","0,2383489143",8
178352,173484,36480,34612,204,59,4567716,192344,1117936,0,471504,925728,4567716,164,86948,23844,113652,7208,322496,1020,"0,2834972052","-0,691164715","0,002022011",8
178352,174512,36808,35868,208,39,4566488,192380,1117940,0,472800,925728,4566488,144,88172,23844,113604,7216,320232,1530,"0,161449733","-0,815662006","0,2816173345",8
178608,174512,36808,35980,208,74,4566696,192384,1117940,0,472964,925680,4566696,168,88260,23844,112780,7212,319928,1020,"0,4924710816","-0,488705716","-0,048950834",8
178608,173488,36808,35016,204,65,4568020,192392,1117940,0,472040,925652,4568020,8,87468,23844,112540,7208,319408,1020,"0,2616466885","-0,636007214","-0,039479186",8
178608,173484,36808,34920,204,79,4567292,192408,1117940,0,471980,925632,4567292,164,87228,23844,113132,7212,319816,1020,"0,3484555117","-0,592135905","-0,031031328",8
178608,174512,36808,36160,208,65,4566668,192424,1117940,0,473252,925612,4566668,144,88500,23844,112872,7212,319412,1020,"0,4579961119","-0,520546895","-0,031505867",8
178608,174512,36808,36348,208,80,4566428,192440,1117940,0,473484,925588,4566428,176,88692,23844,112932,7212,321680,1020,"0,6178381005","-0,414220425","-0,056138474",8
178608,173484,36808,34712,204,65,4567648,192448,1117940,0,471888,925552,4567648,144,87056,23844,113044,7212,316952,1020,"0,1754424508","-0,702466366","-0,008323317",8
178608,174512,36808,36140,208,47,4566544,192480,1117940,0,473352,925552,4566544,164,88480,23844,113004,7216,321012,1530,"0,247060388","-0,728324662","0,2605374738",8
178608,174256,36808,36076,208,60,4566820,192488,1117940,0,473352,925496,4566820,144,88448,23844,112816,7216,320856,510,"0,6585863099","-0,337098298","-0,219811682",8
178612,173816,36808,35868,208,73,4566076,192500,1117940,0,473184,925468,4566076,32,88212,23844,113632,7216,320840,510,"0,7041975585","-0,338551488","-0,240949024",8
178612,174072,36808,35160,208,92,4566816,192508,1117940,0,472464,925440,4566816,140,87532,23844,113388,7212,320412,510,"0,70145512","-0,319234184","-0,301238018",8
183580,176376,38404,38340,216,120,4561904,192516,1117940,0,475724,925404,4561904,164,90760,23848,114820,7224,320608,510,"1,5578268839","0,1944573764","-0,381519117",10
183580,176004,39436,36328,216,111,4564512,192520,1117940,0,473776,925352,4564512,140,88668,23848,114240,7220,321260,510,"1,3293849661","0,0597095841","-0,405069147",10
183580,177024,39436,36964,220,141,4561996,192544,1117940,0,474408,925348,4561996,172,89200,23848,115660,7228,323336,510,"1,7144476719","0,2652590478","-0,425653869",10
183580,178048,39484,36480,228,95,4563368,192588,1117944,0,473976,925376,4563368,156,88744,23848,115636,7236,323588,510,"1,5757612388","0,1532793642","-0,323724473",10
183580,177792,39484,37060,224,93,4564132,192604,1117944,0,474580,925368,4564132,156,89232,23848,113364,7232,323500,510,"1,5159963603","0,2146689756","-0,349236428",10
183580,178048,39484,37040,224,102,4563936,192632,1117944,0,474580,925368,4563936,20,89368,23848,114040,7232,323924,1020,"1,4124887722","0,0707813505","-0,141787047",10
183580,178040,39484,37024,224,110,4563028,192640,1117944,0,474612,925332,4563028,176,89364,23848,114784,7228,323704,1020,"1,450920962","0,0567273535","-0,166124765",10
183580,175988,39484,34440,220,122,4566396,192660,1117944,0,472060,925320,4566396,140,86776,23848,113808,7228,322940,1020,"1,1003899541","-0,100803553","-0,166272075",10
183580,178700,39484,37128,224,87,4563568,192672,1117948,0,474780,925296,4563568,168,89320,23848,113864,7232,322220,1020,"1,3107688811","-0,000126321","-0,115461922",10
183580,177392,39484,35992,220,96,4564852,192684,1117952,0,473712,925252,4564852,144,88520,23848,114052,7228,323116,1020,"1,1981914008","-0,076117111","-0,123291606",10
183580,176112,39484,35616,216,108,4565648,192692,1117952,0,473396,925204,4565648,176,87964,23848,113644,7220,322932,1020,"1,1003587695","-0,121059336","-0,173750104",10
183580,178156,39484,37684,224,72,4563580,192708,1117952,0,475512,925172,4563580,140,90028,23848,113900,7232,327892,1020,"1,4577825207","0,0676081067","-0,071094986",10
183580,179436,39868,38056,228,70,4563456,192728,1117948,0,475932,925140,4563456,164,90392,23848,113936,7232,323640,1020,"1,4471670225","0,0691677512","-0,104851546",10
183580,178412,39868,37664,224,84,4563568,192756,1117952,0,475568,925140,4563568,144,89996,23848,113740,7232,327340,1530,"1,3294589619","-0,047732067","0,120979082",10
183580,176364,39868,34884,216,90,4565652,192784,1117952,0,472812,925144,4565652,176,87192,23848,114332,7228,324744,1530,"0,8663996872","-0,365838021","0,1378311345",10
183580,175336,39868,33892,216,72,4567644,192808,1117952,0,471860,925128,4567644,140,86232,23848,113532,7224,319484,1020,"0,6500471582","-0,415918609","-0,082693628",8
183580,176360,39868,35712,216,79,4565472,192812,1117952,0,473740,925076,4565472,164,88052,23848,113544,7224,323356,1530,"0,8323219442","-0,362342279","0,1261929872",10
183580,177384,39868,35944,220,44,4565644,192840,1117952,0,474020,925056,4565644,144,88092,23848,113660,7228,322956,1530,"0,7469911246","-0,447816763","0,1927019413",10
183580,177380,39868,35712,220,123,4565392,192860,1117952,0,473820,925044,4565392,44,88052,23848,113584,7224,324356,1530,"1,1366380913","-0,137540434","0,0086742601",10
183580,177380,39868,35912,220,91,4565128,192872,1117952,0,474048,925020,4565128,140,88388,23848,113812,7228,324336,1530,"1,0268977984","-0,23686498","0,1065247725",10
183580,177548,39868,35736,220,105,4565148,192884,1117952,0,473888,924988,4565148,164,87820,23848,113800,7224,324928,1020,"1,2558246035","-0,040997427","-0,178067402",10
183580,177292,39868,35740,220,77,4564884,192888,1117952,0,473992,924928,4564884,140,88076,23848,114236,7228,324548,1020,"1,1369806023","-0,151168761","-0,089233593",10
183580,177036,39868,36172,224,74,4565164,192888,1117952,0,474452,924884,4565164,172,88208,23848,113600,7228,324108,1020,"1,1535037603","-0,109881232","-0,104198507",10
183580,177036,39868,36336,224,82,4564224,192900,1117952,0,474668,924860,4564224,140,88680,23848,113984,7232,325720,510,"1,4769550249","0,1408814506","-0,314336322",10
183580,178316,39868,36436,224,135,4561948,192900,1117952,0,474816,924808,4561948,156,88796,23848,116092,7224,324396,1020,"1,5803054546","0,0776439275","-0,236460561",10
183580,178016,39868,36484,224,130,4564336,192920,1117956,0,474924,924776,4564336,20,88892,23848,113768,7232,324720,1530,"1,343690741","0,0060018327","0,0236603978",10
183580,179312,39868,37676,228,116,4561972,192944,1117960,0,476144,924780,4561972,192,90052,23848,114972,7240,324380,1020,"1,6968615192","0,225789022","-0,135135897",10
184168,178284,41280,37580,224,92,4563164,192976,1117960,0,476080,924776,4563164,140,89912,23848,113824,7232,325644,1530,"1,38131487","-0,009628832","0,07661257",10
184168,179300,41280,37664,224,69,4563476,192992,1117960,0,476212,924744,4563476,164,89780,23848,113540,7228,325512,1020,"1,466174203","0,0762797546","-0,142712136",10
184168,178020,41280,37612,224,129,4563248,193012,1117960,0,476192,924732,4563248,144,89768,23848,113608,7232,326800,510,"1,9456183302","0,4959652496","-0,452346958",12
184392,179272,41280,37336,228,87,4563556,193028,1117960,0,475952,924708,4563556,176,89828,23848,113784,7232,327096,1020,"1,6380840363","0,1973900348","-0,15917663",10
184392,176948,41280,35432,220,93,4565136,193048,1117948,0,474104,924676,4565136,140,87772,23848,114000,7228,322576,1020,"1,185377074","-0,088627152","-0,152617958",10
184392,176932,41280,35832,220,127,4564988,193080,1117952,0,474532,924676,4564988,156,88332,23848,113640,7224,323840,510,"1,5997557773","0,2671568133","-0,470254532",10
184392,176932,41280,36308,220,131,4564088,193096,1117956,0,475024,924684,4564088,144,88628,23848,113676,7228,323420,510,"1,6595267595","0,3129617285","-0,458392663",10
184392,177956,41280,35456,224,125,4565368,193104,1117960,0,474216,924644,4565368,176,87796,23848,113532,7228,323452,1020,"1,4201374243","0,1070600082","-0,241572085",10
184392,177152,41280,36184,220,102,4564560,193124,1117956,0,474988,924620,4564560,140,88768,23848,113624,7228,327028,1020,"1,4484460501","0,0931784233","-0,166112101",10
184392,179200,41280,37692,224,95,4563024,193144,1117952,0,476540,924596,4563024,164,90020,23848,113996,7232,324220,1530,"1,4026232481","-0,002661282","0,0599777366",10
185340,181512,41280,38508,228,93,4561788,193156,1117956,0,477396,924564,4561788,24,91048,23848,114344,7232,328028,1530,"1,7351694614","0,1683591031","0,0227885653",10
185340,179184,41280,37244,224,89,4563556,193176,1117952,0,476184,924536,4563556,168,89824,23848,113420,7232,325620,1530,"1,3925445096","0,0064078257","0,0655832564",10
185340,178160,41280,36964,220,87,4563960,193180,1117956,0,475968,924476,4563960,8,89436,23848,113548,7228,327096,1530,"1,3207056892","-0,059071395","0,0621208694",10
185340,180144,41280,38328,228,108,4561560,193196,1117960,0,477364,924436,4561560,164,90692,23848,114564,7232,329428,1530,"1,7883489095","0,2034616179","0,0154128805",10
185340,180100,41280,38512,228,72,4562060,193220,1117952,0,477592,924436,4562060,144,90848,23848,113924,7232,327380,1530,"1,5588166262","0,0620459126","0,0779244746",10
185340,180100,41280,38252,228,72,4561960,193244,1117952,0,477360,924436,4561960,172,90808,23848,114388,7236,324584,1020,"1,6652036649","0,1789773263","-0,120062643",10
185964,181104,41280,38956,232,96,4561764,193268,1117952,0,478104,924412,4561764,20,91288,23848,113904,7240,328840,1530,"1,8608341909","0,2861573956","0,0423714903",10
185964,181872,41280,38452,236,128,4561760,193296,1117952,0,477652,924396,4561760,164,90796,23848,113824,7244,327404,1530,"1,9856802533","0,4071431262","-0,01324241",10
185964,180080,41280,37136,232,85,4563088,193324,1117956,0,476360,924404,4563088,140,89468,23848,114108,7240,326948,1020,"1,7272555308","0,2385673016","-0,144749774",10
185964,180072,41280,37040,232,119,4563072,193364,1117956,0,476280,924428,4563072,32,89592,23848,113872,7236,326532,1020,"1,8611335074","0,3587185461","-0,24230764",10
185964,178792,41280,36072,228,73,4564924,193388,1117952,0,475364,924400,4564924,140,88632,23848,113320,7236,324844,1020,"1,4075615972","0,0660295453","-0,123861977",10
185964,178020,41280,35336,224,110,4564240,193412,1117960,0,474664,924388,4564240,176,87608,23848,114572,7232,325792,1020,"1,4842643878","0,0713772035","-0,190190221",10
185964,179048,41280,35504,228,92,4564764,193428,1117956,0,474848,924360,4564764,144,87592,23848,114020,7236,325132,1020,"1,450382344","0,0673658983","-0,164720058",10
185964,180136,41280,36188,232,103,4564064,193460,1117960,0,475596,924364,4564064,192,88524,23848,113568,7236,327776,1020,"1,7216680269","0,2617557853","-0,204914498",10
185964,180556,41280,37316,232,88,4562432,193484,1117956,0,476748,924356,4562432,140,89620,23848,114308,7236,327028,1530,"1,5870392005","0,0738370395","0,0492096302",10
185964,182604,41280,39720,240,88,4560580,193512,1117968,0,479200,924340,4560580,156,92124,23848,113848,7244,330648,1530,"2,087542614","0,4202427422","0,0511108974",10
185964,182344,41280,39508,236,88,4560840,193532,1117964,0,479020,924332,4560840,140,91920,23848,113684,7244,330860,1020,"2,2119372842","0,5591878963","-0,161322804",10
185964,182596,41280,39316,236,59,4560704,193552,1117964,0,478860,924320,4560704,176,91652,23848,114388,7240,329536,1530,"1,8394860015","0,2015228139","0,1030373012",10
185964,182596,41280,39376,236,120,4560812,193572,1117960,0,478944,924316,4560812,144,91500,23848,113392,7248,328852,1530,"2,1028470956","0,4894402437","0,0128930533",10
185964,182852,41280,38832,236,99,4561344,193588,1117964,0,478420,924292,4561344,44,91212,23848,113804,7244,328224,1530,"1,9464211314","0,3446183906","0,0302493267",10
185964,182340,41280,38612,236,106,4561920,193604,1117964,0,478264,924260,4561920,144,91176,23848,113400,7240,329484,1020,"2,1547118337","0,5484662074","-0,222706324",10
185964,181316,41280,37508,232,81,4562624,193648,1117960,0,477192,924280,4562624,176,89712,23848,113956,7240,329996,1020,"1,8697389027","0,3122684921","-0,145681439",10
185964,179872,41280,36828,232,98,4563480,193672,1117960,0,476556,924256,4563480,20,89172,23848,113696,7240,325128,1530,"1,5074696763","0,0768379045","0,0453705872",10
185964,179100,41280,35852,228,79,4564384,193676,1117972,0,475628,924208,4564384,156,88404,23848,113888,7236,326608,1530,"1,3071482518","-0,086564719","0,0969196313",10
185964,179100,41280,35216,228,77,4564912,193696,1117972,0,475016,924204,4564912,144,87556,23848,114228,7236,326292,1020,"1,4063336307","0,0092796604","-0,127126772",10
185964,178076,41280,34160,224,82,4566116,193708,1117968,0,474012,924164,4566116,56,86496,23848,113700,7232,323572,1020,"1,1533107874","-0,122158533","-0,15009063",10
185964,178052,41280,34184,224,62,4565768,193732,1117968,0,474088,924140,4565768,144,86524,23848,114052,7232,324284,1020,"1,0908728082","-0,200282693","-0,100152485",10
185964,178052,41280,34168,224,107,4565896,193764,1117968,0,474108,924140,4565896,164,86508,23848,113504,7228,327116,1530,"1,1792473604","-0,147116525","0,0128906327",10
185964,180096,41280,36836,228,115,4562260,193772,1117972,0,476800,924108,4562260,140,89120,23848,114904,7236,327160,1020,"1,8238155896","0,2680583879","-0,20850024",10
185964,180836,41280,37044,232,91,4563048,193788,1117976,0,477048,924100,4563048,164,89388,23848,113532,7240,325820,510,"1,9164997872","0,4361452646","-0,396084086",10
185964,180836,41280,37168,232,115,4562852,193808,1117972,0,477204,924084,4562852,8,89352,23848,113884,7236,326040,1530,"1,6679043141","0,1660757567","-0,022646431",10
185964,180836,41280,37132,232,86,4562604,193820,1117968,0,477220,924044,4562604,164,89284,23848,113832,7240,326456,2040,"1,362678195","-0,099775007","0,29568024",10
185964,182116,41280,38868,236,83,4561484,193848,1117964,0,479004,924024,4561484,140,90936,23848,113536,7244,327384,2040,"1,6266043241","0,0851972877","0,2935947427",10
185964,181088,41280,37172,236,128,4562380,193868,1117976,0,477348,924004,4562380,188,89220,23848,113616,7244,326408,1020,"1,9803095771","0,454196045","-0,237565545",10
185964,179008,41280,35892,228,89,4564180,193880,1117980,0,476112,923984,4564180,140,88296,23848,113832,7232,325336,1530,"1,3040599748","-0,087090495","0,0481664569",10
185964,180032,41280,37440,232,101,4562572,193908,1117976,0,477684,923980,4562572,164,89856,23848,113664,7236,328212,1530,"1,6793311158","0,1688397536","0,0272578486",10
185964,177968,41280,35376,224,125,4564996,193932,1117980,0,475636,923976,4564996,144,87656,23848,113756,7232,324712,2040,"1,1428765534","-0,200042906","0,223146922",10
185964,177712,41280,35232,224,80,4564864,193944,1117984,0,475560,923940,4564864,36,87728,23848,113588,7232,325268,1530,"1,1184808081","-0,199940275","0,0867313279",10
185964,178728,41280,35916,228,68,4564464,193964,1117984,0,476308,923896,4564464,140,88400,23848,113532,7236,327860,1530,"1,2825828386","-0,103460251","0,1195418774",10
185964,180776,41280,37356,232,79,4562288,193968,1117984,0,477800,923844,4562288,164,89612,23848,113768,7236,328692,1530,"1,6001351262","0,0833549008","0,0638987469",10
185964,178912,41280,36116,228,82,4563744,193988,1117980,0,476628,923796,4563744,144,88388,23848,113728,7232,324628,1530,"1,2649114428","-0,115604076","0,0594182284",10
185964,180176,41280,36612,232,74,4563284,194008,1117980,0,477148,923788,4563284,176,88896,23848,113804,7240,327028,1020,"1,6301982899","0,1659576597","-0,123966153",10
185964,179024,41280,36524,228,124,4560908,194012,1117980,0,477096,923760,4560908,140,88904,23848,116276,7236,324284,1530,"1,5736876537","0,002044988","0,0208727215",10
185964,178000,41280,35368,228,78,4565012,194024,1117980,0,475996,923720,4565012,156,87748,23848,113340,7236,324024,1020,"1,3160743979","0,0007173285","-0,128239576",10
185964,179024,41280,35748,228,104,4563056,194040,1117976,0,476420,923688,4563056,12,88304,23848,114860,7232,324228,1020,"1,5483845061","0,0825017516","-0,206264672",10
185964,183008,41280,39908,236,78,4560280,194060,1117988,0,480640,923656,4560280,192,92212,23848,113624,7244,325940,1020,"2,0819973766","0,4731634924","-0,15465719",10
185964,180960,41320,39016,232,93,4559180,194064,1117988,0,479784,923608,4559180,140,91444,23848,115736,7236,328092,1020,"2,0673300116","0,353477928","-0,177530888",10
185964,179916,41320,36476,232,70,4563340,194092,1117984,0,477284,923612,4563340,44,88760,23848,113500,7240,327352,1020,"1,5968723077","0,1511544675","-0,123283135",10
185964,178888,41320,36000,232,55,4564196,194100,1117988,0,476856,923568,4564196,144,88552,23848,113504,7236,327148,1020,"1,4422445188","0,039577136","-0,097062616",10
185964,179912,41320,36340,232,68,4563368,194108,1117988,0,477260,923516,4563368,164,88680,23848,113760,7236,327364,1020,"1,5723816472","0,1137712121","-0,133012503",10
185964,179652,41320,36868,228,155,4557572,194136,1117988,0,477816,923512,4557572,140,88996,23848,119192,7236,324796,1020,"2,037063275","0,2216094624","-0,252619617",10
185964,178628,41320,36156,228,99,4563848,194152,1117988,0,477148,923484,4563848,156,88496,23848,113216,7240,328212,1020,"1,6508483262","0,229066702","-0,149291683",10
185964,177844,41320,34292,228,71,4565568,194168,1117988,0,475336,923452,4565568,140,86696,23848,113436,7232,325916,1020,"1,2231270845","-0,090499498","-0,132557317",10
185964,179888,41320,36020,232,108,4563776,194196,1117984,0,477108,923432,4563776,172,88444,23848,113380,7240,325672,1020,"1,6839370488","0,2536584701","-0,193490229",10
185964,179624,41320,36264,228,118,4563184,194204,1117988,0,477400,923392,4563184,140,88656,23848,113440,7236,325704,1020,"1,7053978727","0,2628824191","-0,22297811",10
186012,180632,41320,37276,232,95,4562756,194232,1117992,0,478444,923392,4562756,176,89536,23848,113344,7240,326676,1530,"1,6108853379","0,138580158","0,0496365214",10
186012,179820,41320,35972,228,111,4561264,194248,1117992,0,477204,923344,4561264,144,88308,23848,116456,7236,324188,1020,"1,6709117667","0,0877245124","-0,187246711",10
186012,179556,41320,36160,228,81,4564108,194268,1117992,0,477416,923340,4564108,168,88500,23848,113100,7232,326072,1020,"1,5092176419","0,1123778983","-0,173922329",10
186012,179788,41320,37548,232,68,4562220,194288,1117992,0,478860,923304,4562220,140,89948,23848,113872,7240,325332,1020,"1,651889286","0,1747400963","-0,112131411",10
186012,178504,41320,35864,224,78,4563760,194304,1117992,0,477236,923264,4563760,164,88184,23848,113748,7232,327268,1530,"1,2636586819","-0,134100732","0,0905445832",10
186012,179376,41320,36048,228,75,4563536,194332,1117992,0,477464,923252,4563536,144,88556,23848,113724,7236,324852,1530,"1,2756486468","-0,113504556","0,0960880161",10
186284,180652,41320,37852,228,121,4559220,194356,1117992,0,479244,923220,4559220,176,90468,23848,116800,7232,330404,1020,"2,1404407883","0,3526016051","-0,225056289",10
186284,182648,41320,38976,240,121,4560172,194376,1117992,0,480500,923184,4560172,140,91276,23848,114052,7244,327160,1020,"2,2773358933","0,6030604644","-0,251311989",12
186284,181624,41320,37132,236,72,4562432,194400,1117992,0,478692,923168,4562432,168,89476,23848,113528,7240,326724,1020,"1,7577134973","0,2457214988","-0,153819248",10
186284,179560,41320,35764,232,76,4563916,194424,1117996,0,477380,923136,4563916,144,88088,23848,113552,7236,326068,1020,"1,5100382484","0,0895019716","-0,153260537",10
186284,178528,41320,34292,228,84,4563232,194440,1117996,0,475968,923100,4563232,36,86632,23848,115788,7236,327880,510,"1,6242993929","0,1036415566","-0,354269626",10
186284,179520,41320,35408,228,47,4564248,194472,1117996,0,477108,923100,4564248,144,87896,23848,113760,7236,323988,1020,"1,250089513","-0,106133046","-0,079080017",10
186284,182592,41320,38680,236,133,4558596,194484,1117996,0,480376,923084,4558596,172,91140,23848,115912,7244,325932,510,"2,4684601817","0,6975429706","-0,468775236",12
186284,181564,41320,37696,236,159,4556524,194492,1117996,0,479436,923048,4556524,132,89900,23848,118544,7244,327072,1020,"2,3606587976","0,4588951439","-0,263749025",10
186284,179240,41320,35528,228,121,4563548,194508,1117996,0,477356,923012,4563548,176,87812,23848,113400,7240,330176,1020,"1,7846200912","0,3048844883","-0,19663493",10
186284,180508,41320,36488,232,95,4562624,194544,1117992,0,478324,923016,4562624,24,88644,23848,114132,7236,327604,1020,"1,7557896442","0,2225613654","-0,20351352",10
186284,181520,41320,37936,236,86,4561480,194556,1117996,0,479856,922972,4561480,164,90088,23848,113732,7244,328632,1020,"1,9694951478","0,3838729121","-0,15655665",10
186284,182248,41320,38652,236,81,4560748,194564,1117996,0,480624,922928,4560748,140,90972,23848,113640,7240,327624,1530,"1,8210844395","0,2295576634","0,0479739105",10
186284,182432,41320,38360,240,65,4561016,194588,1117996,0,480380,922904,4561016,164,90796,23848,113804,7244,329120,1020,"2,0058226611","0,3821222709","-0,131257744",10
186284,180384,41320,37168,236,125,4562280,194608,1117992,0,479184,922888,4562280,20,89136,23848,113300,7240,323648,1020,"1,8659308708","0,3802196744","-0,269729614",10
186284,179360,41320,36160,232,117,4562840,194620,1117996,0,478264,922848,4562840,172,88280,23848,113852,7236,324776,1020,"1,7027642548","0,2335857373","-0,235137213",10
186284,180640,41320,36680,236,78,4562392,194656,1117996,0,478824,922840,4562392,140,88736,23848,113844,7236,326540,1020,"1,6948939308","0,181782968","-0,183272377",10
186284,180380,41320,36516,232,113,4562252,194680,1117992,0,478676,922828,4562252,52,88768,23848,113596,7236,327324,1020,"1,828607637","0,3079486063","-0,240123408",10
186284,178304,41320,34384,228,109,4563764,194692,1118000,0,476604,922808,4563764,144,87008,23848,114840,7240,329852,1020,"1,6240063615","0,124689104","-0,146588481",10
186284,182400,41320,38204,240,63,4561024,194728,1117996,0,480464,922796,4561024,36,90580,23848,113820,7248,330448,1020,"2,0292396544","0,3943163101","-0,108879463",10
186284,180096,41320,37524,236,69,4561852,194744,1117996,0,479836,922772,4561852,28,89996,23848,113248,7244,325640,1020,"1,7240941457","0,2459845612","-0,119094539",10
186284,179316,41320,35172,232,121,4563536,194776,1118000,0,477508,922780,4563536,176,87440,23848,113520,7240,326816,1020,"1,6924642557","0,2442070247","-0,214887288",10
186284,181308,41320,37468,236,102,4560712,194784,1118004,0,479872,922724,4560712,140,89808,23848,114464,7244,328424,1020,"2,0158175126","0,3867205342","-0,178096533",10
