Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,82,"-14,94273121","11,752812271","-2,072287626","-0,040587199"
2,8,"0,0727481767","12,615873136","30,786629729","0,031492649"
3,3132,"-1,406793309","-0,952765919","0,1529271127","-0,037807277"
4,1771,"3,1806241376","1,0843227754","-0,313482213","0,0320001778"
5,1,"-2,086731545","-0,930367043","-0,156170525","64,816286125"
