'VmPeak','VmSize','VmHWM','VmRSS','VmPTE','Threads','MemFree','Buffers','Cached','Active','Inactive','Dirty','Writeback','AnonPages','Mapped','Slab','PageTables','Committed_AS','NumOfAllocFH','proc-fd','avgThroughput','avgElapsed','avgLatency','Errors',Principale1,Principale2,Principale3,Principale4,Cluster
172392,170340,32868,32120,200,62,4586500,178484,1117712,0,449240,931420,4586500,8159224,36,0,84464,23844,110732,7208,314956,1530,0,2,"-1,091928638","-1,137856215","0,3409897692","-0,010180713",5
172392,170340,32868,32120,200,50,4586356,178508,1117712,0,449300,931384,4586356,8159224,148,0,84464,23844,110720,7208,314956,1530,0,2,"-1,147709611","-1,184363152","0,3707604859","-0,017743732",5
172392,170340,32868,32120,200,35,4586724,178552,1117712,0,449332,931396,4586724,8159224,152,0,84464,23844,110824,7204,314960,1020,0,2,"-1,043265128","-1,089751759","0,1749426006","-0,082255135",5
172392,170340,32868,32120,200,23,4586572,178596,1117712,0,449380,931392,4586572,8159224,156,0,84464,23844,110792,7208,314620,1530,0,2,"-1,282966343","-1,297725073","0,4251180283","-0,034924482",5
172392,170340,32868,32120,200,14,4586388,178624,1117716,0,449420,931384,4586388,8159224,160,0,84464,23844,110784,7208,316780,1530,0,2,"-1,260096325","-1,299739777","0,4450710812","-0,039480234",5
172392,170340,32868,32120,200,9,4586420,178648,1117716,0,449464,931364,4586420,8159224,152,0,84464,23844,110780,7208,318824,1530,0,2,"-1,222570399","-1,286984244","0,4561565749","-0,041576945",5
172392,170340,32868,32120,200,64,4586468,178688,1117716,0,449508,931360,4586468,8159224,36,0,84464,23844,110792,7208,313692,1530,0,2,"-1,115981722","-1,153130787","0,3365095434","-0,009719771",5
172392,170340,32868,32120,200,50,4586464,178728,1117716,0,449520,931384,4586464,8159224,12,0,84460,23844,110836,7208,315868,1530,0,2,"-1,11592745","-1,175889365","0,3651878346","-0,017391859",5
172392,170340,32868,32120,200,35,4586468,178784,1117716,0,449548,931416,4586468,8159224,160,0,84464,23844,110820,7208,315868,1530,0,2,"-1,18603792","-1,23319729","0,402686737","-0,026845992",5
172392,170340,32868,32120,200,24,4586432,178836,1117716,0,449560,931456,4586432,8159224,152,0,84464,23844,110852,7204,315560,1020,0,2,"-1,072101335","-1,12767853","0,1978149395","-0,089047398",5
172392,170340,32868,31628,200,13,4586644,178888,1117720,0,449084,931496,4586644,8159224,176,0,83972,23844,110856,7208,317656,1020,0,2,"-1,100550472","-1,156978119","0,2448723864","-0,095020114",5
172392,170340,32868,31628,200,9,4586792,178940,1117720,0,449108,931524,4586792,8159224,148,0,83972,23844,110748,7204,315480,1020,0,2,"-1,196319999","-1,219237641","0,2285954794","-0,098972906",5
172392,170340,32868,31628,200,63,4586376,178984,1117720,0,449132,931540,4586376,8159224,152,0,83968,23844,110892,7208,315260,1530,0,2,"-1,117656022","-1,17214522","0,3489396899","-0,009992648",5
172392,170340,32868,31628,200,46,4586256,179020,1117720,0,449168,931540,4586256,8159224,28,0,83968,23844,110760,7204,315260,1020,0,2,"-1,025875361","-1,081744687","0,1489704746","-0,075895826",5
172392,170340,32868,31628,200,35,4586592,179068,1117720,0,449180,931576,4586592,8159224,44,0,83968,23844,110704,7208,317344,1020,0,2,"-1,007367616","-1,07353222","0,1926238231","-0,081557857",5
172392,170340,32868,31628,200,23,4586316,179108,1117720,0,449212,931588,4586316,8159224,152,0,83972,23844,110764,7208,317344,1020,0,2,"-1,060985758","-1,122970974","0,2229630712","-0,089091081",5
172392,170340,32868,31628,200,13,4586644,179160,1117720,0,449228,931620,4586644,8159224,156,0,83968,23844,110744,7204,315108,1020,0,2,"-1,185841961","-1,211511095","0,2207661485","-0,096800527",5
172392,170340,32868,31628,200,9,4586560,179212,1117720,0,449240,931660,4586560,8159224,144,0,83968,23844,110652,7208,317268,1530,0,2,"-1,314941324","-1,346498365","0,4555588137","-0,043155468",5
172392,170340,32868,31628,200,63,4586120,179256,1117720,0,449276,931672,4586120,8159224,164,0,83972,23844,110740,7208,317264,1530,0,2,"-1,05690564","-1,138538275","0,3501320531","-0,009190014",5
172392,170340,32868,31628,200,51,4585852,179296,1117720,0,449296,931692,4585852,8159224,156,0,83972,23844,110700,7208,317332,1530,0,2,"-1,110778752","-1,185132784","0,3736119484","-0,016750158",5
172392,170340,32868,32316,200,42,4585296,179344,1117720,0,450008,931716,4585296,8159224,40,0,84660,23844,110688,7208,314816,1530,0,2,"-1,157268969","-1,21488117","0,3806872726","-0,023311149",5
172392,170340,32868,32316,200,37,4585460,179384,1117720,0,450024,931740,4585460,8159224,16,0,84660,23844,110784,7204,316976,1020,0,2,"-0,941102009","-1,047734368","0,1652971537","-0,080408952",5
172392,170340,32868,32316,200,21,4585208,179432,1117720,0,450044,931768,4585208,8159224,152,0,84660,23844,110748,7208,314800,1020,0,2,"-1,070508162","-1,128824902","0,2225372576","-0,091432452",5
172392,170340,32868,32316,200,12,4585792,179468,1117724,0,450060,931788,4585792,8159224,172,0,84656,23844,110688,7204,314800,1020,0,2,"-1,125905306","-1,175312681","0,2203623639","-0,097344691",5
172392,170340,32868,32316,200,9,4585816,179504,1117724,0,450092,931796,4585816,8159224,164,0,84660,23844,110756,7204,316940,1530,0,2,"-1,257947002","-1,326187041","0,4345815015","-0,043207908",5
172392,170340,32868,32316,200,60,4584780,179544,1117724,0,450112,931816,4584780,8159224,156,0,84660,23844,110764,7208,316856,1530,0,2,"-1,006215842","-1,116664035","0,3535209601","-0,011006667",5
172392,170340,32868,32316,200,47,4585116,179588,1117724,0,450132,931836,4585116,8159224,156,0,84656,23844,110748,7208,316748,1530,0,2,"-1,071808116","-1,167958666","0,3788407325","-0,019271082",5
172392,170340,32868,32316,200,35,4585212,179616,1117724,0,450172,931828,4585212,8159224,16,0,84660,23844,110816,7208,314232,1530,0,2,"-1,201574717","-1,258179679","0,3940464868","-0,028143407",5
172392,170340,32868,32316,200,24,4584936,179664,1117724,0,450188,931856,4584936,8159224,36,0,84660,23844,110876,7208,316028,1530,0,2,"-1,197177942","-1,276359446","0,4191720194","-0,034121768",5
172392,171364,33000,33000,200,12,4584552,179724,1117724,0,450892,931892,4584552,8159224,152,0,85216,23844,110916,7204,315952,1530,0,2,"-1,166108452","-1,280179514","0,4130074101","-0,041159491",5
172392,170340,33004,32316,200,9,4585064,179768,1117724,0,450232,931916,4585064,8159224,160,0,84760,23844,110828,7204,315884,1530,0,2,"-1,272519214","-1,342863149","0,4339573328","-0,043838394",5
172392,170340,33004,32788,200,62,4584756,179796,1117724,0,450744,931908,4584756,8159224,148,0,85036,23844,110832,7208,315880,1530,0,2,"-0,973485357","-1,094448973","0,343278625","-0,010083963",5
172392,170340,33060,32888,200,53,4584836,179828,1117724,0,450876,931904,4584836,8159224,152,0,85176,23844,110852,7204,315872,1530,0,2,"-1,011603937","-1,135545317","0,3406049789","-0,015872932",5
172392,170340,33060,32940,200,41,4584932,179844,1117728,0,450984,931868,4584932,8159224,160,0,85320,23844,110884,7208,317976,1020,0,2,"-0,801797735","-0,956434956","0,181355328","-0,076924705",5
172392,170340,33060,32968,200,30,4585144,179872,1117728,0,451036,931868,4585144,8159224,44,0,85200,23844,110768,7208,315292,1530,0,2,"-1,123732584","-1,213674292","0,3983547413","-0,030487739",5
172392,170340,33060,33004,200,20,4584612,179888,1117728,0,451136,931828,4584612,8159224,20,0,85232,23844,110860,7204,315292,1530,0,2,"-1,173301684","-1,271720867","0,3980423292","-0,036952083",5
172392,170340,33188,32316,200,9,4585196,179920,1117728,0,450496,931812,4585196,8159224,156,0,84656,23844,110796,7204,315352,1530,0,2,"-1,284636183","-1,349547725","0,428703779","-0,044270597",5
172392,170340,33188,32876,200,64,4584500,179944,1117724,0,451120,931764,4584500,8159224,144,0,85132,23844,110816,7208,315136,1530,0,2,"-0,966981367","-1,088050635","0,3353668851","-0,009260505",5
172392,170340,33188,32892,200,48,4584884,179964,1117728,0,451184,931740,4584884,8159224,164,0,85096,23844,110816,7208,317192,1530,0,2,"-0,982774932","-1,117516845","0,3688104932","-0,018267453",5
172392,170340,33188,32968,200,33,4584752,179984,1117728,0,451300,931724,4584752,8159224,156,0,85376,23844,110796,7208,317260,1530,0,2,"-1,034141984","-1,16221603","0,4005514748","-0,027553815",5
172392,170340,33188,33004,200,26,4584808,180036,1117728,0,451360,931748,4584808,8159224,160,0,85224,23844,110752,7208,317260,1020,0,2,"-0,88893922","-1,022535453","0,2053265085","-0,086959406",5
172392,170340,33188,33036,200,16,4584516,180076,1117732,0,451404,931756,4584516,8159224,24,0,85252,23844,110888,7208,315160,1020,0,2,"-0,991378144","-1,100249829","0,2177385243","-0,094312081",5
172392,170340,33188,32316,200,9,4585316,180080,1117732,0,450804,931668,4585316,8159224,28,0,84644,23844,110732,7208,315160,1020,0,2,"-1,096434917","-1,166336836","0,2347453068","-0,099250995",5
172392,170340,33188,32680,200,49,4584376,180120,1117732,0,451148,931672,4584376,8159224,156,0,84912,23844,110836,7208,314600,2040,0,2,"-1,254556536","-1,343287194","0,5727168513","0,0356425674",5
172392,170340,33188,32876,200,57,4584560,180140,1117732,0,451456,931636,4584560,8159224,164,0,85168,23844,110772,7208,314636,1530,0,2,"-1,011249446","-1,121268685","0,3499844008","-0,014095882",5
172392,170340,33188,32932,200,43,4584176,180160,1117732,0,451580,931584,4584176,8159224,152,0,85320,23844,110792,7208,318956,1530,0,2,"-0,936400509","-1,102772386","0,3821355761","-0,020576027",5
172392,170340,33188,32960,200,35,4584340,180180,1117732,0,451680,931536,4584340,8159224,156,0,85320,23844,111072,7208,314484,1530,0,2,"-1,10017104","-1,212080378","0,3964594042","-0,027833835",5
172392,170340,33188,33028,200,20,4584600,180204,1117732,0,451792,931508,4584600,8159224,144,0,85236,23844,110780,7208,316800,1020,0,2,"-0,924757083","-1,054785386","0,2162230553","-0,091122769",5
172392,170340,33188,33060,200,10,4584556,180236,1117732,0,451860,931500,4584556,8159224,44,0,85280,23844,110768,7208,314604,1020,0,2,"-1,033154741","-1,127225295","0,229180894","-0,098579708",5
172392,170340,33188,33044,200,9,4584812,180284,1117732,0,451896,931496,4584812,8159224,20,0,85312,23844,110696,7204,316648,1020,0,2,"-0,988146547","-1,110563477","0,2113201261","-0,098407827",5
172392,170340,33188,32880,200,56,4584316,180304,1117728,0,451800,931452,4584316,8159224,160,0,85152,23844,110656,7208,316648,1020,0,2,"-0,771777722","-0,921263518","0,1459092263","-0,068782836",5
172392,170340,33188,32940,200,42,4584064,180324,1117736,0,451916,931420,4584064,8159224,148,0,85096,23844,110752,7204,316160,1530,0,2,"-1,041843172","-1,175023395","0,3584255043","-0,023149382",5
172392,170340,33188,33000,200,27,4584432,180356,1117736,0,452024,931400,4584432,8159224,152,0,85220,23844,110752,7204,315980,2040,0,2,"-1,293326775","-1,399288532","0,5949541809","0,0222660607",5
172392,170340,33188,33032,200,17,4584140,180396,1117736,0,452104,931404,4584140,8159224,152,0,85240,23844,110784,7208,318052,2040,0,2,"-1,263783981","-1,391284797","0,636803978","0,0172719942",5
172392,170340,33188,32316,200,9,4584572,180436,1117736,0,451432,931396,4584572,8159224,160,0,84628,23844,110928,7204,317608,1530,0,2,"-1,205803235","-1,324247605","0,4319129146","-0,043504464",5
172392,170340,33188,32316,200,9,4584204,180464,1117740,0,451480,931384,4584204,8159224,40,0,84672,23844,110844,7208,315376,1020,0,2,"-1,07664257","-1,172210585","0,2378170669","-0,09942381",5
172392,170340,33208,32880,200,62,4584012,180504,1117740,0,452100,931368,4584012,8159224,32,0,85120,23844,110780,7204,315432,1020,0,2,"-0,78390819","-0,940739742","0,1068789189","-0,065996387",5
172392,170340,33208,32888,200,53,4584348,180540,1117740,0,452156,931348,4584348,8159224,144,0,85184,23844,110792,7204,315088,1020,0,2,"-0,833617028","-0,976638234","0,1308095204","-0,071809744",5
172392,170340,33208,32936,200,43,4584428,180580,1117740,0,452240,931352,4584428,8159224,164,0,85316,23844,110752,7208,317212,1020,0,2,"-0,799406287","-0,958644044","0,1739262482","-0,076747641",5
172392,170340,33208,32988,200,29,4584292,180608,1117740,0,452348,931328,4584292,8159224,156,0,85220,23844,110884,7208,314588,1020,0,2,"-0,941341887","-1,062412575","0,198449445","-0,08692233",5
172392,170340,33208,33028,200,18,4584372,180632,1117744,0,452420,931312,4584372,8159224,160,0,85228,23844,110816,7208,316840,1530,0,2,"-1,108415929","-1,236857323","0,4274917455","-0,037800791",5
172392,170340,33208,33060,200,11,4583800,180656,1117744,0,452492,931276,4583800,8159224,148,0,85272,23844,110820,7208,316720,1530,0,2,"-1,138805954","-1,266534744","0,4412859505","-0,042267505",5
172392,170340,33208,32316,200,9,4584700,180680,1117744,0,451832,931248,4584700,8159224,32,0,84656,23844,110772,7208,317052,1020,0,2,"-1,026616602","-1,142315745","0,2370880134","-0,098760327",5
172392,170340,33208,32876,200,60,4583920,180704,1117744,0,452436,931228,4583920,8159224,24,0,85156,23844,110780,7208,319104,1020,0,2,"-0,669166006","-0,875214952","0,1339578574","-0,065279244",5
172392,170340,33208,32908,200,48,4584140,180740,1117744,0,452516,931208,4584140,8159224,164,0,85316,23844,110772,7204,314884,1020,0,2,"-0,852789365","-0,994810101","0,1429853123","-0,075181267",5
172392,170340,33208,32948,200,39,4583592,180768,1117744,0,452592,931192,4583592,8159224,156,0,85096,23844,110796,7208,314680,1020,0,2,"-0,896216236","-1,029011602","0,177602403","-0,080842444",5
172392,170340,33228,33000,200,25,4584192,180788,1117744,0,452728,931136,4584192,8159224,156,0,85220,23844,110780,7204,312380,1530,0,2,"-1,216898063","-1,296387288","0,3897016753","-0,036122943",5
172392,170340,33228,33016,200,21,4584108,180824,1117744,0,452796,931132,4584108,8159224,144,0,85224,23844,110756,7208,316548,1530,0,2,"-1,10017636","-1,230070901","0,4200232498","-0,036279736",5
172392,170340,33228,32316,200,9,4584072,180860,1117744,0,452156,931104,4584072,8159224,164,0,84604,23844,110852,7208,316424,1530,0,2,"-1,223871667","-1,329435783","0,4500833113","-0,044326497",5
172392,170340,33228,32316,200,9,4583708,180904,1117744,0,452184,931124,4583708,8159224,28,0,84652,23844,110804,7208,316500,2040,0,2,"-1,402202345","-1,499080488","0,6500281988","0,0105526245",5
172392,170340,33228,32900,200,60,4583796,180948,1117744,0,452748,931140,4583796,8159224,40,0,84960,23844,110784,7208,316576,2040,0,2,"-1,11470751","-1,264956391","0,5424179418","0,0429216152",5
172392,170340,33228,32948,200,45,4583524,180992,1117744,0,452888,931136,4583524,8159224,148,0,85320,23844,110772,7208,316576,1020,0,2,"-0,797690853","-0,966892993","0,1690933811","-0,076164858",5
172392,170340,33228,32988,200,34,4583744,181032,1117748,0,452976,931136,4583744,8159224,164,0,85320,23844,110784,7204,316488,1020,0,2,"-0,859875225","-1,025204092","0,1709261491","-0,083348576",5
172392,170340,33228,33036,200,23,4583336,181072,1117748,0,453052,931136,4583336,8159224,152,0,85244,23844,110736,7204,316296,1020,0,2,"-0,917287744","-1,073815674","0,1902449198","-0,090445012",5
172392,170340,33228,32316,200,20,4584096,181124,1117748,0,452376,931156,4584096,8159224,160,0,84660,23844,110828,7204,313800,1020,0,2,"-1,07145107","-1,170977481","0,1999129501","-0,094062548",5
172392,170340,33228,32316,200,9,4584068,181148,1117748,0,452440,931116,4584068,8159224,152,0,84660,23844,110840,7208,315884,1020,0,2,"-1,050351072","-1,166544707","0,2432306587","-0,099697604",5
172392,170340,33228,32316,200,9,4583828,181176,1117748,0,452488,931096,4583828,8159224,36,0,84660,23844,110800,7204,315884,1530,0,2,"-1,243498244","-1,353982306","0,4234373665","-0,045076985",5
172392,170340,33228,32316,200,64,4583016,181204,1117752,0,452548,931064,4583016,8159224,4,0,84656,23844,110784,7208,315640,1530,0,2,"-0,979126601","-1,129681477","0,3325704383","-0,010458057",5
172392,170340,33228,32316,200,55,4583336,181232,1117752,0,452604,931044,4583336,8159224,176,0,84660,23844,110864,7208,313552,1020,0,2,"-0,89892094","-1,026594471","0,1518298347","-0,072064559",5
172392,170340,33228,32316,200,42,4583672,181268,1117756,0,452640,931044,4583672,8159224,156,0,84660,23844,110800,7204,315592,1020,0,2,"-0,911356699","-1,057802711","0,1574039414","-0,079435697",5
172392,170340,33228,32316,200,30,4583288,181300,1117756,0,452692,931024,4583288,8159224,160,0,84660,23844,110884,7204,315572,1020,0,2,"-0,964906458","-1,109921163","0,182575226","-0,08698522",5
172392,170340,33228,32316,200,21,4583600,181340,1117756,0,452732,931024,4583600,8159224,148,0,84660,23844,110824,7208,317788,1530,0,2,"-1,116619328","-1,262688669","0,4272681903","-0,03643312",5
172392,170340,33228,32316,200,10,4583688,181376,1117748,0,452784,931008,4583688,8159224,152,0,84660,23844,110884,7208,315404,1530,0,2,"-1,237972351","-1,345331952","0,4479385653","-0,044600299",5
172392,170340,33228,32316,200,9,4583456,181404,1117756,0,452840,930976,4583456,8159224,28,0,84656,23844,110792,7204,317680,1530,0,2,"-1,185686779","-1,328469966","0,4246318252","-0,044337943",5
172392,170340,33228,32316,200,60,4583300,181424,1117756,0,452900,930940,4583300,8159224,32,0,84660,23844,110796,7208,317352,1530,0,2,"-0,944234468","-1,118028836","0,3431869877","-0,01224703",5
172392,170340,33228,32316,200,47,4583396,181464,1117748,0,452956,930924,4583396,8159224,152,0,84660,23844,110768,7208,314880,1530,0,2,"-1,079376174","-1,206014849","0,3730608348","-0,021746306",5
172392,170340,33228,32316,200,36,4583228,181484,1117756,0,453020,930880,4583228,8159224,156,0,84660,23844,110808,7208,314248,1530,0,2,"-1,148146274","-1,261415594","0,3951963134","-0,029000726",5
172392,170340,33228,32316,200,28,4583176,181524,1117752,0,453068,930872,4583176,8159224,144,0,84660,23844,110892,7204,316332,510,0,2,"-0,764164445","-0,936954201","-0,019935889","-0,142932333",5
172392,170340,33228,32316,200,13,4583172,181568,1117752,0,453116,930864,4583172,8159224,164,0,84660,23844,110812,7208,315856,1020,0,2,"-1,023528659","-1,156533429","0,236402587","-0,097577991",5
172392,170340,33228,32316,200,9,4583204,181588,1117756,0,453160,930844,4583204,8159224,156,0,84660,23844,110844,7208,315700,1530,0,2,"-1,229692595","-1,346579637","0,4504645642","-0,045285582",5
172392,170340,33228,32316,200,61,4583160,181604,1117756,0,453204,930816,4583160,8159224,40,0,84660,23844,110812,7208,315700,1530,0,2,"-0,985183675","-1,142162745","0,3405444518","-0,012633378",5
172392,170340,33228,32316,200,56,4583068,181636,1117756,0,453252,930800,4583068,8159224,16,0,84660,23844,110800,7208,315576,1530,0,2,"-1,011862327","-1,16429911","0,3491516423","-0,015879528",5
172392,170340,33228,32316,200,44,4582932,181660,1117756,0,453300,930772,4582932,8159224,152,0,84656,23844,110864,7204,317664,1530,0,2,"-1,014200552","-1,195387662","0,3623220029","-0,0225193",5
172392,170340,33228,32316,200,36,4582864,181688,1117752,0,453352,930744,4582864,8159224,156,0,84656,23844,110712,7204,317624,1020,0,2,"-0,871865653","-1,052423936","0,1708524012","-0,082562692",5
172392,170340,33228,32316,200,25,4582960,181740,1117756,0,453400,930756,4582960,8159224,160,0,84660,23844,110852,7208,317208,1530,0,2,"-1,106228557","-1,261761099","0,4202239366","-0,03456077",5
172392,170340,33228,32316,200,9,4583212,181780,1117752,0,453440,930752,4583212,8159224,152,0,84656,23844,110744,7204,315152,1530,0,2,"-1,255513784","-1,368699192","0,4288471201","-0,045991265",5
172392,170340,33228,32316,200,9,4583700,181808,1117752,0,453488,930732,4583700,8159224,156,0,84660,23844,110796,7208,317156,1530,0,2,"-1,18585714","-1,320770429","0,4506863294","-0,044720444",5
172392,170340,33228,32316,200,64,4582648,181844,1117756,0,453524,930740,4582648,8159224,20,0,84660,23844,110816,7208,315068,1530,0,2,"-0,984660062","-1,144405431","0,3335102262","-0,011277847",5
172392,170340,33228,32316,200,56,4582696,181860,1117760,0,453580,930700,4582696,8159224,28,0,84660,23844,110832,7212,314904,1530,0,2,"-1,016668605","-1,163317333","0,3698821597","-0,016193575",5
172392,170340,33228,32316,200,44,4582684,181884,1117752,0,453640,930660,4582684,8159224,152,0,84660,23844,110828,7208,317032,1020,0,2,"-0,835831459","-1,020210542","0,1754351956","-0,0777393",5
172392,170340,33228,32316,200,33,4582400,181896,1117764,0,453696,930620,4582400,8159224,176,0,84656,23844,110896,7208,319288,510,0,2,"-0,634307107","-0,860440856","-0,00521711","-0,138355057",5
172392,170340,33228,32316,200,20,4582740,181936,1117764,0,453756,930604,4582740,8159224,148,0,84660,23844,110964,7208,316904,510,0,2,"-0,76551815","-0,950257416","0,0176658094","-0,147778482",5
172392,170340,33228,32316,200,9,4582820,181948,1117764,0,453816,930556,4582820,8159224,152,0,84660,23844,110880,7208,314668,1020,0,2,"-1,069117562","-1,196758498","0,2436636519","-0,101029734",5
172392,170340,33228,32316,200,9,4582820,181988,1117760,0,453852,930556,4582820,8159224,156,0,84656,23844,110836,7208,316996,1530,0,2,"-1,183960323","-1,329651572","0,4516539701","-0,044966078",5
172392,170340,33228,32316,200,63,4582512,182024,1117764,0,453884,930564,4582512,8159224,44,0,84660,23844,110956,7208,314572,1530,0,2,"-0,997887826","-1,161700977","0,3376222634","-0,012265256",5
172392,170340,33228,32316,200,53,4582096,182052,1117760,0,453928,930548,4582096,8159224,12,0,84660,23844,110852,7208,314548,1530,0,2,"-1,045907503","-1,200687136","0,3554043185","-0,018649516",5
172392,170340,33228,32316,200,40,4582324,182076,1117764,0,453980,930520,4582324,8159224,156,0,84660,23844,110832,7208,316536,1530,0,2,"-1,048668354","-1,217346111","0,3899705341","-0,025791591",5
172392,170340,33228,32316,200,38,4582092,182112,1117764,0,454016,930516,4582092,8159224,144,0,84656,23844,110852,7208,316344,1020,0,2,"-0,878727278","-1,059671065","0,1871226363","-0,082068034",5
172392,170340,33228,32316,200,23,4582708,182148,1117764,0,454060,930512,4582708,8159224,164,0,84660,23844,110884,7208,316068,1020,0,2,"-0,95835449","-1,121071958","0,2175763511","-0,09164529",5
172392,170340,33228,32316,200,15,4582764,182176,1117764,0,454112,930488,4582764,8159224,156,0,84660,23844,110840,7208,313660,1530,0,2,"-1,251941742","-1,360092177","0,437188228","-0,043090584",5
172392,170340,33228,32316,200,9,4582572,182200,1117764,0,454156,930468,4582572,8159224,160,0,84660,23844,110932,7204,315620,1530,0,2,"-1,228918762","-1,371930607","0,4317831594","-0,046027475",5
172392,170340,33228,32316,200,63,4582380,182228,1117764,0,454212,930440,4582380,8159224,20,0,84660,23844,110836,7208,315620,1530,0,2,"-0,965604819","-1,143253325","0,3362885057","-0,011950963",5
172392,170340,33228,32316,200,53,4581972,182268,1117764,0,454248,930440,4581972,8159224,28,0,84656,23844,110900,7208,317496,1530,0,2,"-0,953767995","-1,15715422","0,3589678083","-0,017261256",5
172392,170340,33228,32316,200,44,4581928,182292,1117764,0,454308,930408,4581928,8159224,156,0,84660,23844,110892,7204,315168,1020,0,2,"-0,891271027","-1,072688645","0,1553189379","-0,079255824",5
172392,170340,33228,32316,200,28,4581932,182320,1117768,0,454360,930388,4581932,8159224,164,0,84660,23844,110940,7204,317212,1020,0,2,"-0,904278577","-1,104896544","0,1896288199","-0,088247125",5
172392,170340,33228,32316,200,14,4582660,182364,1117768,0,454400,930388,4582660,8159224,156,0,84656,23844,110876,7208,315160,1020,0,2,"-1,024721939","-1,172200682","0,2342823291","-0,097970498",5
172392,170340,33228,32316,200,9,4582956,182408,1117772,0,454444,930396,4582956,8159224,156,0,84660,23844,110916,7204,317228,1020,0,2,"-0,996133431","-1,1745706","0,225923854","-0,100248798",5
172392,170340,33228,32316,200,12,4582560,182436,1117772,0,454488,930372,4582560,8159224,144,0,84656,23844,110884,7208,314744,1020,0,2,"-1,045025406","-1,187927341","0,2374728067","-0,099501455",5
172392,170340,33228,32316,200,54,4581860,182448,1117772,0,454552,930328,4581860,8159224,40,0,84660,23844,110864,7208,316904,1020,0,2,"-0,780490964","-0,991864074","0,1505858542","-0,072007019",5
172392,170340,33228,32316,200,44,4581940,182460,1117772,0,454604,930288,4581940,8159224,12,0,84660,23844,110832,7208,319008,1020,0,2,"-0,765527257","-0,996862311","0,1703716162","-0,077226756",5
172392,170340,33228,32316,200,22,4582480,182492,1117772,0,454632,930288,4582480,8159224,160,0,84656,23844,110864,7208,314100,2040,0,2,"-1,383416111","-1,500083531","0,6305386126","0,0161719148",5
172392,170340,33228,32316,200,15,4582288,182508,1117772,0,454676,930264,4582288,8159224,148,0,84660,23844,110876,7208,316168,2040,0,2,"-1,353368597","-1,496220757","0,6458238678","0,0128401401",5
172392,170340,33228,32316,200,9,4582460,182528,1117776,0,454732,930232,4582460,8159224,164,0,84660,23844,110896,7204,318252,2040,0,2,"-1,329358306","-1,502005809","0,6402024301","0,0099414613",5
172392,170340,33228,32316,200,9,4582212,182540,1117776,0,454772,930204,4582212,8159224,156,0,84660,23844,110836,7204,318212,1530,0,2,"-1,147064675","-1,331270628","0,4331034758","-0,045020571",5
172392,170340,33228,32316,200,58,4581944,182576,1117776,0,454820,930192,4581944,8159224,164,0,84660,23844,110976,7208,318212,1530,0,2,"-0,902194512","-1,128493162","0,3572882656","-0,013960895",5
172392,170340,33228,32316,200,42,4581808,182604,1117772,0,454864,930176,4581808,8159224,24,0,84660,23844,110888,7208,317840,1530,0,2,"-0,989464686","-1,196915719","0,3810184543","-0,024304185",5
172392,170340,33228,31568,200,32,4582624,182616,1117776,0,454156,930148,4582624,8159224,24,0,83912,23844,110936,7208,315236,1530,0,2,"-1,190226416","-1,328855686","0,4021208852","-0,032457593",5
172392,170340,33228,31568,200,19,4582752,182656,1117772,0,454192,930144,4582752,8159224,144,0,83908,23844,110832,7208,317024,1530,0,2,"-1,200409948","-1,34705432","0,4346178948","-0,039756955",5
172392,170340,33228,31568,200,9,4583320,182664,1117776,0,454264,930088,4583320,8159224,164,0,83912,23844,110832,7204,314980,1020,0,2,"-1,136226458","-1,260385004","0,2270695877","-0,10222711",5
172392,170340,33228,31568,200,52,4582604,182688,1117776,0,454320,930056,4582604,8159224,156,0,83912,23844,110916,7204,317308,1020,0,2,"-0,859936886","-1,060247554","0,1441227088","-0,073960898",5
172392,170340,33228,31568,200,51,4582488,182696,1117776,0,454368,930012,4582488,8159224,160,0,83908,23844,110888,7208,314736,1020,0,2,"-0,931334817","-1,08924562","0,1641802027","-0,075756723",5
172392,170340,33228,31568,200,42,4582676,182716,1117776,0,454412,929992,4582676,8159224,148,0,83912,23844,110956,7208,312612,1020,0,2,"-1,035693338","-1,159611072","0,1802707297","-0,08251435",5
172392,170340,33228,31568,200,22,4582604,182736,1117776,0,454452,929972,4582604,8159224,32,0,83912,23844,110812,7208,314656,1530,0,2,"-1,254859018","-1,374001022","0,4209815862","-0,03922917",5
172392,170340,33228,31568,200,17,4582760,182776,1117776,0,454472,929988,4582760,8159224,24,0,83908,23844,110844,7204,316724,1530,0,2,"-1,226459598","-1,377125477","0,412160677","-0,041511713",5
172392,170340,33228,31568,200,9,4582708,182788,1117780,0,454532,929948,4582708,8159224,176,0,83912,23844,110864,7204,318776,1530,0,2,"-1,201888468","-1,37531909","0,4378811018","-0,045452845",5
172392,170340,33228,31568,200,64,4582144,182812,1117772,0,454564,929928,4582144,8159224,152,0,83908,23844,110912,7204,316256,1530,0,2,"-1,015067151","-1,203124466","0,3258721166","-0,012196864",5
172392,170340,33228,31568,200,54,4582332,182840,1117780,0,454592,929936,4582332,8159224,156,0,83908,23844,110812,7208,314108,1530,0,2,"-1,118361164","-1,257332877","0,3633852466","-0,019464456",5
172392,170340,33228,31568,200,45,4582296,182888,1117780,0,454628,929952,4582296,8159224,144,0,83912,23844,110824,7208,318344,1530,0,2,"-1,033428756","-1,226549168","0,3842041119","-0,022931257",5
