Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,12929,"-6,790906579","0,9067669959","0,3634205399","0,3525203584"
2,220209,"0,1064880981","-0,362161764","-0,42550212","-0,396511812"
3,134351,"0,4789701225","0,5063436086","0,6624531512","0,6159856564"
