Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,409,"-7,790876038","3,0403087646","-0,358202034","0,4679742048"
2,333,"-3,952530266","2,0962024411","-0,381198709","-0,148995899"
3,6741,"-0,214133656","-0,850898408","0,4397834056","-0,735312957"
4,160,"0,2221869175","0,6050665291","4,297845167","1,35197804"
5,33,"1,0964361315","4,9984388548","15,70393264","5,5400678789"
6,4136,"0,0002461537","-0,660322257","-0,205910625","0,172834801"
7,4051,"0,3202069515","-0,339419374","-0,466706367","1,1603178591"
8,1884,"1,3620393885","2,5327466389","-0,079545247","-0,898618374"
9,1758,"1,1434270759","1,6308369279","-0,57160632","0,3944962202"
