Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,12929,"-6,790906579","0,9067669959","0,3634205399","0,3525203584"
2,192427,"0,0945406981","-0,541431511","-0,537275336","-0,154638738"
3,27782,"0,1892396042","0,8795177217","0,3486748511","-2,071801927"
4,131446,"0,4567327995","0,3365582586","0,7637729143","0,5783299679"
5,2905,"1,4851688003","8,1888238548","-3,922083019","2,319837509"
