Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,742,"-6,068276116","2,6166060615","-0,368522644","0,1910860046"
2,6741,"-0,214133656","-0,850898408","0,4397834056","-0,735312957"
3,160,"0,2221869175","0,6050665291","4,297845167","1,35197804"
4,33,"1,0964361315","4,9984388548","15,70393264","5,5400678789"
5,4136,"0,0002461537","-0,660322257","-0,205910625","0,172834801"
6,4051,"0,3202069515","-0,339419374","-0,466706367","1,1603178591"
7,3642,"1,256514829","2,097393187","-0,317064018","-0,274429616"
