Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,930,"0,3664785776","-0,048140067","-0,004958114","-0,016002158"
2,2,"-10,29526768","2,5838070527","5,7140312741","19,154804804"
3,17,"-18,83732599","2,3295675394","-0,401000976","-1,378094275"
