Cluster,Conteggio,Principale1,Principale2,Principale3,Principale4
1,49,"-1,44731371","-6,556630697","0,0137042822","0,1261688764"
2,879,"0,4666689121","0,3121099123","-0,051053427","-0,011133027"
3,2,"0,7707375834","1,0800144733","19,796703086","-5,639175488"
4,2,"-10,29526768","2,5838070527","5,7140312741","19,154804804"
5,17,"-18,83732599","2,3295675394","-0,401000976","-1,378094275"
