 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 319968  63600  24312 380424   62  181  1300   404 1026  717  7  8 84  1  0
 0  0 319968  63600  24312 380424    0    0     0     0  111  276  1  0 99  0  0
 0  0 319968  63600  24320 380416    0    0     0    12  118  247  1  0 99  0  0
 1  0 319968  63600  24320 380424    0    0     0     0 1192  396  2  8 90  0  0
 0  0 319968  63600  24320 380428    0    0     0     0 2053  453  1 11 88  0  0
 1  0 319968  63600  24320 380432    0    0     0     0 2147  589  1 18 81  0  0
 0  0 319968  63600  24320 380436    0    0     0     0 1914  534  1 13 86  0  0
 0  0 319968  63600  24320 380440    0    0     0     0 2047  500  2 10 87  0  0
 0  0 319968  63600  24328 380444    0    0     0    12 2831  617  4 17 79  0  0
 1  0 319968  63600  24328 380448    0    0     0     0 3019  560  0 21 79  0  0
 0  0 319968  63600  24328 380452    0    0     0     0 2408  563  1 17 82  0  0
 0  0 319968  63600  24328 380460    0    0     0     0 2493  572  4 19 77  0  0
 0  0 319968  63600  24328 380464    0    0     0     0 2083  523  3 15 82  0  0
 0  0 319968  63600  24336 380472    0    0     0    12 2607  640  2 24 73  0  0
 0  0 319968  63600  24336 380476    0    0     0     0 2130  554  1 15 84  0  0
 0  0 319968  63600  24336 380480    0    0     0     0 2327  548  1 21 78  0  0
 0  0 319968  63600  24336 380484    0    0     0     0 2851  624  4 24 71  0  0
 0  0 319968  63600  24336 380488    0    0     0     0 2388  499  0 16 84  0  0
 0  0 319968  63600  24344 380492    0    0     0    12 2150  553  1 19 78  1  0
 0  0 319968  63600  24344 380496    0    0     0     0 2241  539  0 15 85  0  0
 0  0 319968  63600  24344 380504    0    0     0     0 2948  608  2 23 74  0  0
 0  0 319968  63600  24344 380508    0    0     0     0 2452  537  0 20 80  0  0
 0  0 319968  63600  24344 380512    0    0     0     0 2253  624  2 18 80  0  0
 1  0 319968  63600  24352 380516    0    0     0    12 2394  555  2 18 80  0  0
 0  0 319968  63600  24352 380520    0    0     0     0 2380  643  3 21 76  0  0
 0  0 319968  63600  24352 380524    0    0     0     0 2080  573  2 16 82  0  0
 0  0 319968  63600  24352 380528    0    0     0     0 2546  579  1 19 80  0  0
