 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 417172  66200  24708 407320    0    0     0     0 1824  648  9 65 26  0  0
 2  0 417172  66200  24716 407316    0    0     0    12 2290  739  8 63 28  0  0
 2  0 417172  66200  24716 407332    0    0     0     0 1831  722 21 64 15  0  0
 3  0 417172  66200  24716 407336    0    0     0     0 2675  948 11 57 32  0  0
 2  0 417172  66200  24716 407344    0    0     0     0 2415  848  8 61 31  0  0
11  0 417172  66200  24716 407348    0    0     0     0 2945  958 10 49 41  0  0
 6  0 417172  66200  24724 407352    0    0     0    12 2279  847  9 57 34  0  0
 3  0 417172  66200  24724 407368    0    0     0     0 2249  830  5 68 27  0  0
 5  0 417172  66200  24724 407368    0    0     0     0 2392  854  9 59 32  0  0
 3  0 417172  66200  24724 407380    0    0     0     0 2353  832  6 63 31  0  0
 3  0 417172  66200  24724 407388    0    0     0     0 3144 1111  8 48 44  0  0
 6  0 417172  66200  24732 407384    0    0     0    12 2500  996 11 60 29  0  0
 2  0 417172  66200  24732 407400    0    0     0     0 2484  903 11 59 30  0  0
 1  0 417172  66200  24732 407408    0    0     0   204 2125  779 10 66 24  0  0
 1  0 417172  66200  24732 407416    0    0     0     0 2101  834 11 68 21  0  0
 0  0 417172  66200  24732 407424    0    0     0     0 2779  962 10 58 33  0  0
 1  0 417172  66200  24740 407428    0    0     0    24 2816 1010 10 55 35  0  0
 4  0 417172  66200  24740 407432    0    0     0     0 3134 1020  6 56 38  0  0
 2  0 417172  66200  24740 407444    0    0     0     0 2130  798  8 68 24  0  0
 2  0 417172  66200  24740 407448    0    0     0     0 2666  890  7 57 36  0  0
 2  0 417172  66200  24740 407452    0    0     0     0 2463  805  9 59 32  0  0
 2  0 417172  66200  24748 407476    0    0     0    12 2703 1012 12 55 33  0  0
 1  0 417172  66200  24748 407484    0    0     0     0 2559  819  8 60 32  0  0
 0  0 417172  66200  24748 407488    0    0     0     0 2230  829 14 59 27  0  0
 1  0 417172  66200  24748 407492    0    0     0     0 2159  807  8 68 24  0  0
 2  0 417172  66200  24748 407508    0    0     0     0 2797  944  8 57 35  0  0
 2  0 417172  66200  24756 407512    0    0     0    12 2467  745  6 59 35  0  0
 2  0 417172  66200  24756 407512    0    0     0     0 2514  821 11 55 35  0  0
 5  0 417172  66200  24756 407524    0    0     0     0 2496  816  8 64 27  0  0
 1  0 417172  66200  24756 407532    0    0     0     0 2705  884 11 52 37  0  0
 4  0 417172  66200  24756 407532    0    0     0     0 2947 1043  9 52 39  0  0
 1  0 417172  66200  24764 407544    0    0     0    12 2414  888 12 60 29  0  0
 1  0 417172  66200  24764 407544    0    0     0     0 2801  935 13 54 32  0  0
 1  0 417172  66200  24764 407560    0    0     0     0 1948  721  8 69 23  0  0
 8  0 417172  66200  24764 407564    0    0     0     0 3059  956 11 59 31  0  0
 9  0 417172  66200  24764 407572    0    0     0     0 1764  679  7 79 14  0  0
 1  0 417172  66200  24772 407576    0    0     0    12 1729  644 10 75 15  0  0
 1  0 417172  66200  24772 407584    0    0     0     0 2979  914  9 55 36  0  0
 1  0 417172  66200  24772 407592    0    0     0     0 2472  915  9 64 26  0  0
 1  0 417172  66200  24772 407600    0    0     0     0 2779  923  9 52 39  0  0
 1  0 417172  66200  24772 407608    0    0     0     0 2715  974 10 62 29  0  0
 2  0 417172  66200  24780 407616    0    0     0    12 3047 1029 12 50 38  0  0
 1  0 417172  66200  24780 407620    0    0     0     0 2163  804  9 67 24  0  0
