r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 417428  60312  22668 405092    0    0     0    12 2797  911 12 58 30  0  0
 1  0 417428  60312  22668 405092    0    0     0     0 2190  768  7 68 25  0  0
 8  0 417428  60312  22668 405104    0    0     0     0 2201  824 12 68 20  0  0
 0  0 417428  60312  22668 405112    0    0     0     0 2616  972  9 63 28  0  0
 0  0 417428  60312  22668 405120    0    0     0     0 2577  892 10 61 29  0  0
 2  0 417428  60312  22676 405128    0    0     0    12 2314  887 10 62 28  0  0
 1  0 417428  60312  22676 405132    0    0     0     0 2990 1020  9 54 36  0  0
 3  0 417428  60312  22676 405140    0    0     0     0 2002  751  6 71 24  0  0
 5  0 417428  60312  22676 405144    0    0     0     0 2521  822 11 59 30  0  0
10  0 417428  60312  22676 405144    0    0     0     0 1728  623  5 77 18  0  0
13  0 417428  60312  22684 405160    0    0     0    12 2458  867 10 63 28  0  0
 7  0 417428  60312  22684 405168    0    0     0     0 2923  962  5 53 42  0  0
 1  0 417428  60312  22684 405172    0    0     0     0 3038  831  9 52 39  0  0
 1  0 417428  60312  22684 405180    0    0     0   220 2845  974  8 57 35  0  0
 3  0 417428  60312  22684 405188    0    0     0     0 2150  784  8 69 23  0  0
 5  0 417428  60312  22688 405188    0    0     0    20 2353  872 10 59 30  0  0
 0  0 417428  60312  22692 405200    0    0     0     4 2578  859 10 59 31  0  0
 1  0 417428  60312  22692 405208    0    0     0     0 2210  816  7 65 28  0  0
 3  0 417428  60312  22692 405212    0    0     0     0 1891  778 11 65 24  0  0
 6  0 417428  60312  22692 405220    0    0     0     0 2199  779  8 68 24  0  0
 2  0 417428  60312  22700 405224    0    0     0    28 2463  908  5 66 28  0  0
 4  0 417428  60312  22700 405236    0    0     0     0 3231 1107 11 50 39  0  0
 1  0 417428  60312  22700 405248    0    0     0     0 2398  913  9 66 25  0  0
 0  0 417428  60312  22700 405252    0    0     0    28 2531  890  9 60 31  0  0
 2  0 417428  60312  22700 405260    0    0     0     0 2719  954 12 58 30  0  0
 4  0 417428  60312  22708 405256    0    0     0    12 2632  930 16 53 31  0  0
 9  0 417428  60312  22708 405272    0    0     0     0 1711  696 11 71 18  0  0
 1  0 417428  60312  22708 405280    0    0     0     0 2519  844  9 62 28  0  0
