r,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
1,185100,57872,10632,308848,0,0,0,0,557,347,0,18,82,"-3,329291263","-0,067836936","0,3742697075","0,4750040212","-0,234022618","-0,161094316","0,1837362111"
1,185100,57872,10640,308848,0,0,0,16,798,382,0,29,71,"-2,624660072","0,026828777","0,5692089111","0,8186408399","-0,323371419","-0,122110868","-0,01114382"
0,185100,57872,10640,308852,0,0,0,0,673,346,0,24,76,"-3,161597827","-0,120340513","0,2182508808","0,5129083437","-0,08601933","0,2225116027","-0,181825643"
2,185100,57872,10640,308852,0,0,0,0,692,417,0,23,77,"-2,66959025","0,0207016971","0,9270535023","0,8243237077","-0,474530196","-0,420107807","0,3616798951"
0,185100,57872,10640,308856,0,0,0,0,791,391,0,29,71,"-2,743474313","-0,074479849","0,4769438827","0,703694714","-0,140561109","0,2931763494","-0,270939117"
3,185100,57872,10640,308856,0,0,0,76,598,379,0,21,79,"-2,785271156","0,5355940202","0,7249880097","0,9040675273","-0,702494186","-0,905429934","0,5986911267"
0,185100,57872,10652,308860,0,0,0,32,691,381,0,24,76,"-3,013413173","0,176845419","0,3127570381","0,6280607383","-0,150904996","0,2922876252","-0,232849899"
0,185100,57872,10652,308864,0,0,0,0,657,373,0,23,77,"-3,111200758","-0,067044855","0,3384188492","0,5462728024","-0,099232148","0,2974041907","-0,176036509"
0,185100,57872,10652,308864,0,0,0,0,605,370,0,19,81,"-3,302840286","-0,045660961","0,3015497737","0,4624359684","-0,082302724","0,2993080557","-0,121067006"
0,185100,57872,10652,308868,0,0,0,0,593,381,0,20,80,"-3,241235612","-0,027830546","0,3631944007","0,4879631291","-0,093141442","0,3221339506","-0,133216498"
1,185100,57872,10652,308868,0,0,0,0,716,385,0,25,75,"-2,818079674","-0,061443669","0,5866868165","0,7263323385","-0,286086809","-0,075515097","0,0649281663"
0,185100,57872,10660,308872,0,0,0,40,629,381,0,20,80,"-3,196669526","0,260669196","0,2650633511","0,565666976","-0,144109459","0,3116329524","-0,187188698"
0,185100,57872,10660,308872,0,0,0,0,618,355,0,20,80,"-3,302478262","-0,08565561","0,2217082181","0,4704838489","-0,072724379","0,2823943986","-0,131419388"
0,185100,57872,10660,308876,0,0,0,0,721,373,0,24,76,"-3,021703922","-0,085022762","0,3367515689","0,6010229271","-0,103369506","0,3033581568","-0,199503271"
0,185100,57872,10660,308880,0,0,0,0,711,396,0,25,75,"-2,918362154","-0,044220907","0,4598713971","0,6450131061","-0,123248587","0,3489855253","-0,215176243"
1,185100,57872,10660,308880,0,0,0,0,751,375,0,26,74,"-2,784777003","-0,094838324","0,5332766743","0,7530396257","-0,281407291","-0,08512433","0,0492358841"
0,185100,57872,10668,308884,0,0,0,16,500,348,0,16,84,"-3,551007203","0,051735551","0,1191305334","0,382347408","-0,06837792","0,2914706692","-0,083387839"
0,185100,57872,10668,308884,0,0,0,0,571,384,0,19,81,"-3,273291744","-0,022275535","0,3561634212","0,4885283548","-0,087145404","0,3585848644","-0,120411349"
0,185100,57872,10668,308888,0,0,0,0,628,360,0,20,80,"-3,274794955","-0,081646543","0,2399113157","0,4948574117","-0,075129652","0,3054938082","-0,135530198"
0,185100,57872,10668,308892,0,0,0,0,628,377,0,21,79,"-3,183704205","-0,053829944","0,3325002068","0,5347097479","-0,091004977","0,3383368428","-0,151388529"
1,185100,57872,10668,308892,0,0,0,0,728,357,0,26,74,"-2,858907278","-0,130795841","0,4326852558","0,7273547699","-0,264977608","-0,102525302","0,0571662661"
0,185100,57872,10680,308896,0,0,0,84,616,382,0,20,80,"-3,180428139","0,5811487501","0,1503401138","0,6448403894","-0,195844907","0,3289452306","-0,238852156"
0,185100,57872,10680,308900,0,0,0,0,643,387,0,22,78,"-3,09446746","-0,0476565","0,3760612352","0,5841068431","-0,098986492","0,3756423055","-0,168957845"
0,185100,57872,10680,308900,0,0,0,0,722,364,0,27,73,"-2,933496515","-0,128109805","0,2854558976","0,6562930671","-0,10086237","0,3201124715","-0,233082591"
0,185100,57872,10680,308904,0,0,0,0,493,351,0,14,86,"-3,615241153","-0,056814104","0,1482838652","0,3524551795","-0,040740155","0,3280695821","-0,043077863"
0,185100,57872,10680,308904,0,0,0,0,654,357,0,21,79,"-3,22252252","-0,102325664","0,2179597303","0,5326799352","-0,074212146","0,3173739242","-0,151863215"
0,185100,57872,10688,308908,0,0,0,16,576,389,0,20,79,"-3,183947451","0,0880261728","0,3342627414","0,5653214593","-0,111301399","0,3949526316","-0,161170734"
3,185100,57872,10688,308908,0,0,0,0,796,361,0,29,71,"-2,397965911","-0,15658512","0,7984405118","1,0430188098","-0,612779885","-0,847064918","0,5629221367"
0,185100,57872,10688,308912,0,0,0,0,764,378,0,28,72,"-2,81436942","-0,115970543","0,3550525207","0,7213155726","-0,114404424","0,3557288413","-0,25635286"
0,185100,57872,10688,308916,0,0,0,0,698,368,0,24,76,"-3,041441392","-0,106323166","0,2825008792","0,6219310675","-0,091737238","0,3464122301","-0,197181471"
0,185100,57872,10688,308916,0,0,0,0,554,361,0,17,83,"-3,42418955","-0,065066077","0,208024601","0,4481169334","-0,058317821","0,3530485152","-0,091141151"
0,185100,57872,10696,308920,0,0,0,16,739,351,0,26,74,"-2,985529728","-0,039964546","0,16167332","0,6735372994","-0,105500808","0,313656271","-0,241861953"
1,185100,57872,10696,308920,0,0,0,0,608,389,1,22,77,"-2,922362159","-0,000846281","0,8065943439","0,561283686","-0,273214367","0,1211807562","-0,072794563"
0,185100,57872,10696,308924,0,0,0,0,691,379,0,24,76,"-3,004926903","-0,088202655","0,3302652498","0,644870982","-0,097541072","0,3822440711","-0,199617673"
0,185100,57872,10696,308924,0,0,0,0,870,358,0,33,67,"-2,618060193","-0,19852029","0,2723109899","0,8216595394","-0,117854329","0,316851771","-0,326944232"
0,185100,57872,10696,308928,0,0,0,0,731,397,0,24,76,"-2,914367052","-0,058875356","0,4235922681","0,6908637842","-0,112976967","0,4122585506","-0,211577319"
1,185100,57872,10704,308936,0,0,0,16,699,391,0,24,76,"-2,812951721","0,049248073","0,5229001978","0,8045706887","-0,29440103","0,0223918662","0,0533088538"
0,185100,57872,10704,308936,0,0,0,0,792,378,0,28,72,"-2,784146693","-0,128241112","0,3395728439","0,7568230348","-0,1118586","0,3807781708","-0,263099148"
0,185100,57872,10704,308940,0,0,0,0,598,378,0,19,81,"-3,254094575","-0,056641771","0,2901485197","0,5435640324","-0,075323087","0,4081805668","-0,127695988"
1,185100,57872,10704,308940,0,0,0,0,748,380,0,26,74,"-2,746051791","-0,107862688","0,5141749533","0,8191997911","-0,274170728","0,0027300028","0,0437113425"
1,185100,57872,10704,308944,0,0,0,0,538,338,0,17,83,"-3,369130209","-0,115436496","0,2494183363","0,5371526796","-0,20557141","-0,048540725","0,1930397627"
0,185100,57872,10712,308948,0,0,0,16,573,390,0,18,82,"-3,259486614","0,089880947","0,3015747825","0,5666240399","-0,098558375","0,4407487449","-0,134749"
0,185100,57872,10712,308948,0,0,0,0,880,369,0,31,69,"-2,635545904","-0,176976897","0,3025446032","0,8372206703","-0,116538614","0,3658603604","-0,310923364"
0,185100,57872,10712,308952,0,0,0,0,550,355,0,18,82,"-3,399762644","-0,093849737","0,1583552221","0,4851522568","-0,050929134","0,3846003219","-0,102776605"
1,185100,57872,10712,308952,0,0,0,0,699,360,0,23,77,"-2,95289048","-0,129070211","0,3874559175","0,7370224493","-0,245840683","-0,01439796","0,0905017039"
0,185100,57872,10712,308956,0,0,0,0,641,365,0,22,78,"-3,155169424","-0,107077088","0,2322147043","0,5984433434","-0,075046575","0,3917047676","-0,166623404"
2,185100,57872,10720,308960,0,0,0,16,748,395,0,26,74,"-2,545125712","0,0323488169","0,7135970669","0,9896850869","-0,47082326","-0,336533271","0,2964916508"
0,185100,57872,10720,308960,0,0,0,0,379,330,0,9,91,"-3,929172477","-0,07786581","-0,027473058","0,2549492612","0,0053717987","0,3744358153","0,0345135609"
0,185100,57872,10720,308964,0,0,0,0,671,374,0,22,78,"-3,096363748","-0,097874484","0,2704346114","0,6355936829","-0,081096399","0,4190405182","-0,175080696"
0,185100,57872,10720,308964,0,0,0,0,734,357,0,26,74,"-2,963057143","-0,159498054","0,2051143069","0,6952960213","-0,083631467","0,3773313283","-0,226714861"
0,185100,57872,10720,308968,0,0,0,0,727,374,0,25,75,"-2,947880052","-0,120674104","0,2873053277","0,7042202035","-0,093052397","0,4116180754","-0,218847795"
0,185100,57872,10728,308960,0,0,0,96,582,379,0,18,82,"-3,257564149","0,6540756361","0,0482303167","0,6779484622","-0,189474051","0,4070052231","-0,228761585"
1,185100,57872,10728,308972,0,0,0,0,562,357,0,18,82,"-3,237015666","-0,099440045","0,3274319133","0,6213588342","-0,217859176","0,0265839847","0,1700951964"
0,185100,57872,10728,308976,0,0,0,0,672,378,0,21,79,"-3,113261534","-0,089463012","0,2777965645","0,639329894","-0,079132442","0,4411663096","-0,165966043"
0,185100,57872,10728,308976,0,0,0,0,465,348,0,13,87,"-3,657572535","-0,079142283","0,0792480394","0,3888871928","-0,022545035","0,4118234665","-0,031456186"
0,185100,57872,10728,308980,0,0,0,0,647,384,0,20,80,"-3,149008601","-0,069492353","0,3033315847","0,6238434968","-0,079507382","0,4565851744","-0,152007475"
0,185100,57872,10740,308984,0,0,0,32,721,373,0,24,76,"-2,969047358","0,110937026","0,1834925857","0,7519109375","-0,124840568","0,4293547857","-0,245642206"
0,185100,57872,10740,308984,0,0,0,8,760,396,0,27,73,"-2,76194999","-0,043385296","0,3713601198","0,8138570708","-0,122116787","0,4793850867","-0,264176835"
0,185100,57872,10740,308988,0,0,0,0,408,336,0,10,90,"-3,840278503","-0,085747618","-0,011292925","0,3185845223","0,0013687903","0,4175139707","0,014377403"
0,185100,57872,10740,308988,0,0,0,0,771,372,0,27,73,"-2,83673615","-0,150951401","0,267103884","0,7746234063","-0,094581628","0,436226822","-0,250519095"
0,185100,57872,10740,308992,0,0,0,0,594,358,0,19,81,"-3,305016462","-0,113814172","0,151454897","0,5626200853","-0,051469561","0,4343141012","-0,12567055"
1,185100,57872,10748,308996,0,0,0,24,615,354,0,20,80,"-3,117107232","0,0455100859","0,248718999","0,7268889178","-0,250094462","0,0370101405","0,1087968185"
0,185100,57872,10748,308996,0,0,0,0,585,358,0,19,81,"-3,305859522","-0,116642125","0,142444793","0,5673933561","-0,048840289","0,4487993683","-0,124722301"
0,185100,57872,10748,309000,0,0,0,0,706,375,0,23,77,"-3,014331295","-0,120400071","0,2527065182","0,7048061165","-0,079584937","0,4655779721","-0,195728224"
0,185100,57872,10748,309000,0,0,0,0,482,355,0,13,87,"-3,608914845","-0,078338707","0,0947702687","0,4334187365","-0,023529048","0,458147521","-0,038364098"
4,185100,57872,10748,309004,0,0,0,0,426,357,0,12,88,"-3,133010686","-0,059733566","0,7993894278","0,823133036","-0,69496338","-1,084035362","1,0908946213"
1,185100,57872,10756,308996,0,0,0,16,513,379,0,15,85,"-3,284193057","0,0695114878","0,3578650125","0,6443323291","-0,235987913","0,1160273884","0,185335797"
1,185100,57872,10756,309008,0,0,0,0,541,336,0,15,85,"-3,413359316","-0,136839584","0,1754833528","0,5771154377","-0,185065257","0,0390277883","0,2101435218"
0,185100,57872,10756,309012,0,0,0,0,581,391,0,18,82,"-3,230628234","-0,051461813","0,2986061467","0,6123601326","-0,068400506","0,5277317595","-0,122507229"
0,185100,57872,10756,309012,0,0,0,0,676,373,0,23,77,"-3,04038509","-0,124411226","0,2339004214","0,6992623662","-0,074755245","0,4797948525","-0,190784728"
3,185100,57872,10756,309016,0,0,0,0,672,357,0,22,78,"-2,7213307","-0,148300062","0,6723036553","0,9804001681","-0,566336926","-0,715054069","0,6568346194"
0,185100,57872,10764,309012,0,0,0,16,806,377,0,29,71,"-2,702560236","-0,049528299","0,2423744422","0,8769789855","-0,120466728","0,4745944791","-0,301613146"
1,185100,57872,10764,309020,0,0,0,0,453,335,0,13,87,"-3,551933243","-0,120953988","0,1504410209","0,5184888523","-0,172132371","0,063024327","0,2475757528"
1,185100,57872,10764,309024,0,0,0,0,717,380,0,22,78,"-2,878572072","-0,115102455","0,4324097253","0,8322555262","-0,245780049","0,1141984832","0,087646295"
0,185100,57872,10764,309024,0,0,0,0,540,347,0,16,84,"-3,476325283","-0,125274626","0,0542953379","0,5126568461","-0,025615987","0,4632098502","-0,082037183"
1,185100,57872,10764,309028,0,0,0,0,699,345,0,23,77,"-2,975653907","-0,185556432","0,2584307265","0,7877795511","-0,222042282","0,0494090934","0,0887084609"
0,185100,57872,10764,309028,0,0,0,0,493,360,0,14,86,"-3,541089637","-0,083719296","0,1101224678","0,483369608","-0,027113969","0,4951251348","-0,054790102"
0,185100,57872,10772,309032,0,0,0,16,889,407,0,32,67,"-2,411881718","-0,024433169","0,4096582221","1,0204468997","-0,155834285","0,5365488849","-0,365581895"
1,185100,57872,10772,309036,0,0,0,0,620,363,0,20,80,"-3,077757065","-0,128982078","0,3252814702","0,7460788661","-0,220496008","0,1085896737","0,1308975563"
0,185100,57872,10772,309036,0,0,0,0,643,371,0,21,79,"-3,135075297","-0,122187102","0,19676874","0,6759135873","-0,061728768","0,5092379258","-0,163718889"
0,185100,57872,10772,309040,0,0,0,0,485,337,0,13,88,"-3,67292669","-0,124158094","-0,024814849","0,4374196567","-0,00302823","0,466125062","-0,030472437"
0,185100,57872,10772,309040,0,0,0,0,541,335,0,16,84,"-3,512600565","-0,152967785","-0,01470729","0,5080189262","-0,014924566","0,4547828253","-0,080064841"
0,185100,57872,10780,309044,0,0,0,92,828,410,0,27,73,"-2,619767876","0,5779995567","0,21537117","1,0315543042","-0,234213622","0,5285703831","-0,382991834"
0,185100,57872,10780,309048,0,0,0,0,509,347,0,14,86,"-3,562753622","-0,11944913","0,027440836","0,4931570045","-0,014174483","0,4962435332","-0,055853605"
0,185100,57872,10780,309048,0,0,0,0,615,348,0,20,80,"-3,265075132","-0,162121496","0,0653511942","0,6267630232","-0,03827377","0,4831420497","-0,142339685"
0,185100,57872,10780,309052,0,0,0,0,444,344,0,11,89,"-3,730394636","-0,101405576","-0,004120224","0,4183087817","0,0001641003","0,4999671243","-0,009951246"
0,185100,57872,10780,309056,0,0,0,0,535,350,0,15,85,"-3,499191507","-0,122380955","0,0492600495","0,5257542358","-0,020971185","0,4993872245","-0,072741558"
0,185100,57872,10792,309060,0,0,0,52,462,366,0,11,89,"-3,620649966","0,3193303452","-0,021154689","0,5405092962","-0,080771878","0,5351059761","-0,081019439"
0,185100,57872,10792,309064,0,0,0,0,539,370,0,16,84,"-3,385097064","-0,095337906","0,1438124361","0,5846717457","-0,035891665","0,5572871483","-0,091004993"
0,185100,57872,10792,309064,0,0,0,0,503,351,0,15,85,"-3,512117702","-0,122206916","0,040726663","0,5263914463","-0,016973422","0,5255962637","-0,068371186"
1,185100,57872,10800,309068,0,0,0,44,391,346,0,8,92,"-3,708391043","0,2422545667","0,0443235911","0,5429113199","-0,209848005","0,1356900825","0,2563703182"
0,185100,57872,10800,309068,0,0,0,0,936,375,0,35,65,"-2,382054493","-0,239331781","0,2655594975","1,0477785842","-0,114245616","0,52495974","-0,376863187"
0,185100,57872,10816,309104,0,0,24,112,546,731,2,14,84,"-2,080363066","1,7914619061","2,3469635763","1,0436202417","-0,311788363","1,6761145707","-0,285140329"
0,185100,57872,10816,309104,0,0,0,0,400,361,0,9,91,"-3,75922443","-0,071402761","0,0356009729","0,4452277812","0,0044363531","0,6027753591","0,0118683797"
0,185100,57872,10816,309108,0,0,0,0,633,352,0,20,80,"-3,220485464","-0,175976739","0,0507843017","0,6934102702","-0,033622594","0,5535468368","-0,150797555"
0,185100,57872,10816,309108,0,0,0,0,1009,432,0,38,63,"-2,041758329","-0,160528919","0,5559343014","1,2275536641","-0,164480236","0,6544821426","-0,434381056"
0,185100,57872,10816,309112,0,0,0,0,355,346,0,6,94,"-3,952399504","-0,079415689","-0,056602886","0,3632689062","0,0266441693","0,5813964692","0,0572749283"
1,185100,57872,10824,309108,0,0,0,36,665,370,0,21,79,"-2,9462345","0,1137867531","0,2334817234","0,9093865686","-0,264472891","0,1908591642","0,0619506146"
0,185100,57872,10824,309116,0,0,0,0,381,349,0,8,92,"-3,845350812","-0,091256972","-0,039329661","0,4163202513","0,0192678909","0,5966793993","0,0287491619"
0,185100,57872,10824,309120,0,0,0,0,635,327,0,21,79,"-3,263248217","-0,233927891","-0,080042864","0,682915437","-0,016210713","0,5192720996","-0,156686712"
0,186644,66832,10440,304872,0,1584,0,1584,1016,425,0,36,64,"0,8196429742","28,504231018","-10,99207726","1,9606763589","-5,81858709","-6,520302032","-11,38896958"
0,186644,66832,10440,304872,0,0,0,0,663,362,0,21,79,"-1,068318175","0,3181442777","-0,778047763","-2,975704184","0,5353894506","-0,599941341","0,5162511753"
1,186644,66832,10448,304960,0,0,88,24,836,446,0,29,71,"-0,135464572","1,5667449884","0,2421452326","-2,309505138","0,771194296","0,0446769358","2,0283615856"
0,186644,66832,10448,304960,0,0,0,804,1051,407,0,38,62,"0,1736003184","6,2400947525","-2,261467855","-1,4144633","-0,603982914","-0,93239461","-0,702515793"
1,186644,66832,10448,304964,0,0,0,0,355,340,0,7,93,"-1,755427983","0,3824817998","-0,792919402","-3,203363072","0,439421889","-0,964366647","1,0077771919"
0,186644,66832,10448,304964,0,0,0,0,508,359,0,14,86,"-1,462790619","0,3627027651","-0,83187285","-3,114194797","0,5655077053","-0,560627772","0,6197852327"
1,186644,66832,10448,304968,0,0,0,0,696,362,0,23,77,"-0,852232914","0,2980995718","-0,591327253","-2,790649565","0,3578664683","-0,969034003","0,7615906721"
0,186644,66832,10460,304960,0,0,0,56,586,359,0,18,81,"-1,217210111","0,7403211439","-0,946241335","-2,933213384","0,4796018793","-0,579368801","0,4881356433"
0,186644,66832,10460,304972,0,0,0,0,650,337,0,21,79,"-1,169891984","0,2594198622","-0,918960396","-2,969693879","0,5570437893","-0,602461056","0,5207286684"
0,186644,66832,10460,304976,0,0,0,0,1010,390,0,28,72,"-0,464972887","0,2777336932","-0,604496023","-2,627468855","0,4790505731","-0,547429997","0,3641797056"
0,186644,66832,10460,304980,0,0,0,0,403,338,0,7,93,"-1,855119626","0,3652280279","-0,989507478","-3,274085475","0,6104981171","-0,564596861","0,7213399267"
1,186644,66832,10460,304980,0,0,0,0,702,350,0,22,78,"-0,91515417","0,272852886","-0,670418243","-2,80409269","0,3726968228","-0,971830979","0,7737863594"
0,186644,66832,10468,304984,0,0,0,16,619,343,0,21,79,"-1,165886762","0,3900259482","-0,932813418","-2,943172285","0,5353622613","-0,580480141","0,5049541815"
0,186644,66832,10468,304984,0,0,0,0,764,371,0,26,74,"-0,786549243","0,2803779199","-0,725082309","-2,78672939","0,5129591925","-0,538605714","0,4344586456"
0,186644,66832,10468,304988,0,0,0,0,565,343,0,18,82,"-1,318929928","0,293396123","-0,912821853","-3,029379757","0,5675416579","-0,56464645","0,566899094"
0,186644,66832,10468,304988,0,0,0,0,892,400,0,31,69,"-0,414151974","0,2938832582","-0,548118266","-2,614694944","0,4698765607","-0,499936165","0,3478010309"
1,186644,66832,10468,304992,0,0,0,0,814,375,0,30,70,"-0,457861291","0,2615708737","-0,507256414","-2,5936769","0,326227332","-0,925858714","0,6565179494"
1,186644,66832,10476,304984,0,0,0,16,554,369,0,17,83,"-1,12606105","0,465925482","-0,655676119","-2,876521987","0,3647521635","-0,896796722","0,831234625"
0,186644,66832,10476,304996,0,0,0,0,673,384,0,22,78,"-0,951037865","0,3338436772","-0,68877013","-2,853972174","0,5217211354","-0,486773379","0,4912105325"
0,186644,66832,10476,305000,0,0,0,0,542,341,0,16,84,"-1,409929618","0,2984838175","-0,941762794","-3,059368813","0,5781684765","-0,550746799","0,5930898612"
0,186644,66832,10476,305000,0,0,0,0,487,358,0,13,87,"-1,501754041","0,3539902655","-0,87115901","-3,101523302","0,5772650818","-0,510325482","0,6320647873"
0,186644,66832,10476,305004,0,0,0,0,376,343,0,8,92,"-1,81603204","0,3651136222","-0,975288282","-3,242895938","0,6088354931","-0,523305734","0,7117653577"
1,186644,66832,10476,305004,0,0,0,0,791,373,0,26,74,"-0,619290758","0,2767116683","-0,546463712","-2,651352687","0,3429799115","-0,911395821","0,705195051"
0,186644,66832,10484,305008,0,0,0,100,664,370,0,22,78,"-0,975421235","1,0473810893","-0,993535281","-2,737096423","0,405799795","-0,546566186","0,3782186932"
0,186644,66832,10484,305012,0,0,0,0,475,348,0,14,86,"-1,505271719","0,3270027183","-0,925452169","-3,096579862","0,5841511462","-0,514022982","0,6246919285"
0,186644,66832,10484,305012,0,0,0,0,551,351,0,16,84,"-1,365260087","0,3124002095","-0,898398548","-3,029316304","0,5722207366","-0,518382362","0,587960544"
0,186644,66832,10484,305016,0,0,0,0,544,337,0,17,83,"-1,383426419","0,281123843","-0,964655038","-3,038009043","0,579785757","-0,544212535","0,5815290525"
0,186644,66832,10484,305020,0,0,0,0,975,382,0,36,64,"-0,227086615","0,2139441953","-0,62821702","-2,508477604","0,4676689961","-0,516860107","0,2796074184"
0,186644,66832,10496,305020,0,0,0,32,806,373,0,29,71,"-0,617131112","0,4867517186","-0,799265839","-2,643453114","0,4660830085","-0,507051762","0,3522575639"
0,186644,66832,10496,305024,0,0,0,0,640,385,0,20,80,"-1,033097693","0,3398084145","-0,714753375","-2,867883804","0,5335452261","-0,444657337","0,5170990438"
0,186644,66832,10496,305024,0,0,0,0,581,336,0,18,82,"-1,313777365","0,2629911381","-0,976998506","-2,994500104","0,5789723203","-0,530806217","0,562970879"
0,186644,66832,10504,305028,0,0,0,44,598,400,0,16,84,"-1,13926887","0,7178487498","-0,767082177","-2,854541735","0,4821591075","-0,417337204","0,5132488839"
1,186644,66832,10504,305028,0,0,0,0,577,336,0,18,82,"-1,173371597","0,2600207134","-0,810878232","-2,881061229","0,4124926212","-0,905404015","0,8402231787"
0,186644,66832,10504,305032,0,0,0,0,797,393,0,29,71,"-0,561212262","0,2845222378","-0,633068639","-2,648795895","0,4947126494","-0,437751518","0,3852372251"
0,186644,66832,10504,305032,0,0,0,0,380,328,0,8,92,"-1,844996553","0,3210203769","-1,081486955","-3,227594344","0,6270704027","-0,504257187","0,712324411"
1,186644,66832,10504,305036,0,0,0,0,528,374,0,15,85,"-1,192261621","0,355214441","-0,631807726","-2,887417717","0,3953746581","-0,8244622","0,8723393068"
0,186644,66832,10512,305032,0,0,0,48,577,358,0,17,83,"-1,253878369","0,6600220266","-0,995212883","-2,897651681","0,5084530493","-0,484242417","0,5114756858"
0,186644,66832,10512,305044,0,0,0,0,787,366,0,29,71,"-0,655285888","0,2293594793","-0,779494038","-2,681613636","0,5172418627","-0,474077428","0,3932435864"
1,186644,66832,10512,305048,0,0,0,0,945,402,0,34,66,"-0,098621841","0,2528733594","-0,391091312","-2,379107214","0,2986577917","-0,814187879","0,5766159446"
2,186644,66832,10512,305048,0,0,0,0,682,753,13,33,55,"1,5552554731","1,5743175011","4,9774385009","-3,685948103","-0,238477737","0,7739926021","-1,579989795"
4,186644,66832,10512,305052,0,0,0,0,1125,667,28,64,8,"3,6898984788","1,8801930095","8,9940659451","-5,016411129","-0,772130668","1,2329199553","-4,211873173"
3,186644,66832,10520,305048,0,0,0,16,1342,668,27,71,1,"3,9560795018","1,883709788","8,5600488304","-4,753137948","-0,645805677","1,5014651883","-4,447066879"
2,186644,66832,10520,305056,0,0,0,0,1114,624,33,65,1,"3,552495281","2,015986644","9,7355197633","-5,954530605","-0,451755329","2,4302806041","-5,696453382"
2,186644,66832,10520,305060,0,0,0,0,1397,592,27,72,1,"3,6179747788","1,6064131472","8,0354221791","-4,954646207","-0,404166773","1,7454576064","-4,700275999"
3,186644,66832,10520,305448,0,0,412,0,1347,561,24,75,1,"3,9777544447","5,9642670352","9,3086627699","-3,500330257","1,9467967457","5,1946933973","2,7004164571"
2,186644,66832,10520,305472,0,0,0,0,1428,567,22,77,1,"3,3974552531","1,2898073538","6,6651430387","-4,10128181","-0,369019088","1,2519250752","-3,843120918"
5,186644,66160,10528,305468,0,0,0,16,1590,617,19,80,1,"4,0371661097","1,3067432303","6,6603166625","-3,019820783","-0,947385665","-0,107110716","-2,584046245"
2,186644,66160,10528,305476,0,0,0,0,1391,615,13,61,26,"2,5102956332","1,0287669108","4,4864867131","-2,891879241","-0,294390984","0,5075953925","-2,037540833"
0,186644,66160,10528,305480,0,0,0,0,1401,595,7,59,35,"1,8104764802","0,7238139293","2,4464262544","-2,33816437","0,122382236","0,6596066989","-1,44939914"
4,186644,66160,10536,305472,0,0,0,28,1580,1601,9,68,23,"6,3108514087","2,8991503835","8,8021542705","-0,461668959","-1,393092687","1,2074545735","-1,148895037"
0,186644,65712,10536,305488,0,0,0,0,1700,459,0,67,33,"1,5399257393","0,0367651259","-0,025209653","-1,221654007","0,2335476503","-0,297661047","-0,290261723"
3,186644,65712,10536,305492,0,0,0,0,1444,446,0,57,43,"1,3546689602","0,0982792646","0,3776199075","-1,17741353","-0,220873882","-1,452515169","0,7023600339"
2,186644,65712,10536,305496,0,0,0,0,1961,479,0,83,17,"2,6473843461","-0,039593097","0,5151318411","-0,635042526","-0,180647614","-1,07255018","0,0324938206"
3,186644,65712,10536,305496,0,0,0,0,1193,442,0,46,54,"0,7562467453","0,179954","0,2963791249","-1,450599348","-0,172554429","-1,425064329","0,8713955286"
0,186644,65040,10548,305500,0,0,0,128,2189,528,0,89,11,"2,9229662072","0,9173511546","0,1779635001","-0,274422046","-0,097958863","-0,254190721","-0,826592965"
1,186644,65040,10548,305500,0,0,0,0,1411,421,0,59,40,"1,0211795928","0,0133841882","-0,071643033","-1,260641008","0,1045325208","-0,679662377","0,0976426871"
3,186644,65040,10548,305504,0,0,0,0,1919,481,0,84,16,"2,7565023527","-0,062096108","0,720015092","-0,383832588","-0,376938355","-1,412165438","0,2715273621"
1,186644,64592,10548,305508,0,0,0,0,1423,401,0,63,37,"1,0542428964","-0,059374492","-0,137461555","-1,143637342","0,0892046564","-0,707021106","0,0401976509"
2,186644,64592,10548,305508,0,0,0,0,1361,440,0,53,47,"0,92140764","0,075425346","0,1847505543","-1,14743553","-0,075206033","-1,00993823","0,4304922263"
1,186644,61880,10556,305512,0,0,0,64,962,395,0,52,48,"0,1223909714","0,4322973904","-0,271822026","-0,886901741","-0,044460186","-0,595397966","0,0389595382"
1,186644,61880,10556,305512,0,0,0,0,1175,382,0,45,55,"-0,017013346","-0,062673774","-0,226363728","-0,98752026","0,0590475289","-0,614270463","0,1585204423"
0,186644,61880,10556,305516,0,0,0,0,1523,432,0,61,39,"0,8480644674","-0,094313193","-0,056322046","-0,636996204","0,1251626122","-0,177573714","-0,373489648"
2,186644,61880,10556,305516,0,0,0,0,1021,362,0,43,57,"-0,138739225","-0,069914144","-0,166463901","-1,008231144","-0,081698483","-1,02074656","0,4906126036"
0,186644,61880,10556,305520,0,0,0,0,1414,415,0,63,37,"0,7751624649","-0,122522344","-0,134721098","-0,683461981","0,1366900434","-0,196619047","-0,372317022"
7,186644,61880,10564,305512,0,0,0,16,1984,470,0,89,11,"3,296096307","-0,105418605","1,4702098793","0,791522448","-1,21080163","-2,884931793","1,1412108969"
8,186644,61880,10564,305524,0,0,0,0,2425,560,0,100,0,"4,4603951148","-0,165201419","2,2080225887","1,3685441661","-1,480991021","-3,149926672","1,2112999557"
0,186644,61880,10564,305528,0,0,0,0,1515,503,0,58,42,"0,9779702129","0,0551577387","0,2836312074","-0,567199926","0,0837237428","-0,025039858","-0,357991741"
0,186644,61880,10564,305532,0,0,0,0,1274,407,0,57,43,"0,4315589198","-0,093000882","-0,217111714","-0,831771032","0,1695345088","-0,178402989","-0,278858801"
