r,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
3,186644,61880,10564,305532,0,0,0,0,1587,462,0,66,34,"1,5898098207","-0,072755652","0,6416658509","-0,162814438","-0,420353416","-1,280009925","0,3815894624"
7,186644,61880,10572,305524,0,0,0,16,1880,476,0,79,21,"2,8867013452","-0,033580417","1,4396401325","0,6249698302","-1,17783331","-2,843222178","1,2695717567"
3,186644,61880,10572,305536,0,0,0,0,1308,439,0,51,49,"0,7722292638","-0,007929726","0,4328299689","-0,524330383","-0,341957638","-1,271524313","0,6050524532"
0,186644,61880,10572,305540,0,0,0,0,1550,447,0,64,36,"1,0333612866","-0,092471987","0,020376058","-0,538500586","0,1073836564","-0,124427169","-0,417750256"
1,186644,61880,10572,305540,0,0,0,0,588,331,0,20,80,"-1,520716682","0,0356837694","-0,642418073","-1,656245953","0,2049224611","-0,602334175","0,5550589943"
1,186644,61880,10572,305544,0,0,0,0,1716,510,0,67,33,"1,6162459601","-0,00769639","0,536897387","-0,220518391","-0,125579791","-0,413111298","-0,220438924"
0,186644,61880,10580,305536,0,0,0,16,896,358,0,34,66,"-0,821032171","0,0901870723","-0,647234498","-1,359260582","0,2782163432","-0,200003674","0,03963883"
1,186644,61880,10580,305548,0,0,0,0,1102,407,0,39,61,"-0,189372863","0,0131818115","-0,154547833","-1,03403602","0,0680040651","-0,512514705","0,2296130037"
0,186644,61880,10580,305552,0,0,0,0,1128,416,0,60,40,"0,4622724059","-0,079112139","-0,174801751","-0,823318375","0,1644890348","-0,115488941","-0,290787027"
2,186644,61880,10580,305552,0,0,0,0,860,402,0,33,67,"-0,470685684","0,0670990331","-0,040036996","-1,128948573","-0,067542106","-0,877979246","0,6182927991"
4,186644,61880,10580,305556,0,0,0,0,1358,438,0,53,47,"1,0178934266","-0,030595491","0,6067876304","-0,35500078","-0,516905862","-1,653533896","0,8500236826"
3,186644,61880,10588,305560,0,0,0,208,1221,435,0,47,53,"0,610919231","1,5546380776","-0,093647417","-0,332411157","-0,586499266","-1,339063661","0,4205251328"
4,186644,61880,10588,305560,0,0,0,0,1591,465,0,63,37,"1,6491679851","-0,064379546","0,7918905677","-0,060275182","-0,576396312","-1,620434641","0,6885727902"
0,186644,61880,10588,305564,0,0,0,0,1331,418,0,53,47,"0,3856394033","-0,071952313","-0,204683381","-0,812026935","0,1768378997","-0,120923472","-0,249440947"
5,186644,61880,10588,305564,0,0,0,0,1762,472,0,69,31,"2,154153117","-0,103837597","1,0371964485","0,2197135573","-0,777032952","-2,018173378","0,866060397"
0,186644,61880,10588,305568,0,0,0,0,1198,408,0,44,56,"-0,069995593","-0,028038649","-0,304159684","-1,011653323","0,2179649885","-0,120404614","-0,122194119"
0,186644,61880,10596,305572,0,0,0,104,1629,456,0,63,37,"1,1300310599","0,680025464","-0,195534957","-0,334520466","-0,027903429","-0,124649728","-0,54751097"
0,186644,61880,10596,305572,0,0,0,0,1888,490,0,75,25,"1,8429244985","-0,12314377","0,2789150517","-0,134220934","0,0316942641","-0,045041816","-0,615171339"
0,186644,61880,10596,305576,0,0,0,0,1164,424,0,45,55,"-0,002680717","-0,001578974","-0,226170389","-0,980065639","0,2066381692","-0,07185286","-0,132414854"
0,186644,61880,10596,305580,0,0,0,0,999,400,0,37,63,"-0,495035315","0,0145523276","-0,392791947","-1,201126314","0,2566422536","-0,094485824","-0,007049199"
1,186644,61880,10596,305584,0,0,0,0,1551,456,0,59,41,"1,0358964852","-0,062355652","0,1926731699","-0,451608659","-0,047418992","-0,450520034","-0,089834669"
5,186644,61880,10608,305572,0,0,0,32,1750,470,0,69,31,"2,1622167515","0,1217998426","0,9324462063","0,2746778176","-0,810580217","-2,002817059","0,8295991799"
0,186644,61880,10608,305588,0,0,0,24,1390,438,0,56,44,"0,622456215","0,1117044997","-0,160394941","-0,656262737","0,1241106473","-0,067348639","-0,329119348"
0,186644,61880,10608,305592,0,0,0,0,1670,528,0,67,33,"1,523326894","0,0140098075","0,4165116519","-0,27289271","0,0409275706","0,0792943154","-0,49807974"
0,186644,61880,10608,305592,0,0,0,0,1309,366,0,48,52,"0,0291337417","-0,15506883","-0,517209014","-0,939829622","0,2368477764","-0,181163743","-0,177771576"
1,186644,61880,10608,305596,0,0,0,0,1356,431,0,49,51,"0,4550576943","-0,040143868","-0,002950161","-0,701715549","0,0141057981","-0,450474452","0,0625619177"
0,186644,61880,10620,305600,0,0,0,32,1148,415,0,57,43,"0,400887016","0,1483977869","-0,308189997","-0,762515072","0,1423622935","-0,064512199","-0,301997429"
0,186644,61880,10620,305600,0,0,0,0,1224,436,0,46,54,"0,13523601","-0,003963174","-0,183738149","-0,890584194","0,198017337","-0,015170078","-0,159757799"
0,186644,61880,10620,305604,0,0,0,0,1040,360,0,37,63,"-0,581289472","-0,080939577","-0,622079563","-1,210279606","0,2907443411","-0,135028064","-0,006051471"
1,186644,61880,10620,305604,0,0,0,0,735,374,0,22,78,"-1,164256272","0,0636939468","-0,458093785","-1,43235354","0,1716948419","-0,453999325","0,4900751752"
1,186644,61880,10620,305608,0,0,0,0,1551,432,0,57,43,"0,900653034","-0,111213166","0,0342657399","-0,484051635","-0,01719491","-0,454604606","-0,063319186"
1,186644,61880,10628,305600,0,0,0,16,1031,430,0,58,42,"0,5351647659","0,0659613446","-0,02669503","-0,687639729","-0,012326136","-0,389097755","-0,001040996"
4,186644,61880,10628,305612,0,0,0,0,2819,576,1,99,0,"4,3194692264","-0,172698872","1,7895411582","1,0856990994","-0,826643636","-1,403653438","-0,15211866"
6,186644,61880,10628,305612,0,0,0,0,2485,505,0,84,16,"3,5203971663","-0,234211901","1,4304959172","0,9695929096","-1,040330682","-2,36836659","0,8338086405"
1,186644,61880,10628,305616,0,0,0,0,1418,456,0,53,47,"0,7411158925","-0,030628862","0,1256875882","-0,555832507","-0,014523809","-0,376823683","-0,001913168"
0,186644,61880,10628,305620,0,0,0,0,1160,407,0,46,54,"-0,009900937","-0,055810527","-0,340579532","-0,948999955","0,2242962476","-0,047613584","-0,141914893"
0,186644,61880,10636,305620,0,0,0,16,1150,407,0,45,55,"-0,041648027","0,0655952241","-0,391147232","-0,938861003","0,2095797728","-0,04091754","-0,148203392"
0,186644,61880,10636,305624,0,0,0,0,1085,417,0,42,58,"-0,169833495","-0,010164996","-0,320164309","-1,015548061","0,2348202043","-0,004489387","-0,086952599"
2,186644,61880,10636,305624,0,0,0,0,1299,411,0,54,46,"0,6749736671","-0,110200154","0,0648084461","-0,546400564","-0,145256416","-0,823220924","0,2962123898"
3,186644,61880,10636,305628,0,0,0,0,1144,426,0,44,56,"0,3879085603","-0,009296558","0,2628171328","-0,627172146","-0,287546305","-1,160080249","0,7091826338"
1,186644,61880,10636,305632,0,0,0,0,1507,379,0,62,38,"0,8731258648","-0,241462712","-0,228250266","-0,490122338","0,0129303226","-0,523724687","-0,099538205"
5,186644,61880,10636,305632,0,0,0,0,1785,460,0,71,29,"2,2283247141","-0,165544913","0,9380210304","0,3069740483","-0,763572678","-1,95943518","0,8374273023"
0,186644,61880,10644,305636,0,0,0,16,1391,428,0,55,45,"0,5727126225","0,0188406487","-0,235355581","-0,645704269","0,1537721327","-0,018952495","-0,309860904"
4,186644,61880,10644,305636,0,0,0,0,1797,474,0,69,31,"2,083037069","-0,134603556","0,8157798984","0,2078942727","-0,597366863","-1,531678717","0,5762578948"
0,186644,61880,10644,305640,0,0,0,0,1562,447,1,62,37,"1,0578675671","-0,07593045","0,1998106529","-0,598788596","0,1210898525","0,0999078338","-0,590220948"
1,186644,61880,10644,305644,0,0,0,0,1574,455,0,64,36,"1,2545995406","-0,117663603","0,1643769605","-0,309072652","-0,051071728","-0,372427121","-0,154852419"
1,186644,61208,10644,305644,0,0,0,0,985,386,0,46,54,"-0,117692847","-0,102035711","-0,264037403","-0,798284799","0,0550792299","-0,406094992","0,1372185748"
3,186644,61208,10652,305648,0,0,0,92,1656,496,0,64,36,"1,7143009732","0,6102718627","0,5384536993","0,2638192803","-0,56752027","-1,092249189","0,2327518806"
0,186644,61208,10652,305648,0,0,0,0,1529,424,0,56,44,"0,6567137213","-0,157447794","-0,191810142","-0,449822176","0,141661321","-0,002527693","-0,359376555"
1,186644,61208,10652,305652,0,0,0,0,1389,378,0,53,47,"0,4237051299","-0,211932295","-0,269895324","-0,515890188","0,022704936","-0,460431357","-0,011652186"
3,186644,61208,10652,305656,0,0,0,0,2239,511,0,79,21,"2,724044172","-0,199881591","0,9109624169","0,6458717016","-0,533879011","-1,09560546","0,064692707"
1,186644,61208,10652,305656,0,0,0,0,2067,431,0,73,27,"1,8355426873","-0,302313833","0,1172748244","0,1535518422","-0,110035121","-0,449059903","-0,370651187"
5,186644,61208,10664,305660,0,0,0,36,1634,429,0,60,40,"1,6001314542","0,0820176916","0,6378738252","0,2552735326","-0,766852058","-1,946190952","0,9182752743"
0,186644,61208,10664,305660,0,0,0,0,2376,499,0,86,14,"2,6355376881","-0,284644257","0,3494505572","0,4824554598","-0,042802602","0,0472973135","-0,867562226"
1,186644,61208,10664,305664,0,0,0,0,1299,418,0,48,52,"0,3187879749","-0,10326156","-0,105092923","-0,553167367","0,0155257681","-0,350130328","0,0487747006"
2,186644,61208,10664,305664,0,0,0,0,2364,511,0,87,13,"2,9751534244","-0,263798563","0,7662878677","0,722144632","-0,392135323","-0,70486402","-0,325597647"
1,186644,61208,10664,305668,0,0,0,0,1586,440,0,59,41,"1,0036043718","-0,15514968","0,0698188029","-0,234675956","-0,04818007","-0,346597376","-0,131637497"
1,186644,61208,10672,305672,0,0,0,40,1926,475,0,74,26,"1,9317142223","0,084305337","0,2335899355","0,2425980632","-0,185457287","-0,332322256","-0,417312207"
1,186644,61208,10672,305672,0,0,0,0,1810,444,0,69,31,"1,5508352056","-0,232258002","0,1369972018","0,0222697106","-0,090100592","-0,356551074","-0,285420506"
0,186644,61208,10672,305676,0,0,0,0,1264,438,0,53,47,"0,4012052899","-0,089648841","-0,160727858","-0,566008919","0,1577481704","0,0940254145","-0,28461237"
1,186644,61208,10672,305680,0,0,0,0,1218,351,0,45,55,"-0,071485472","-0,211232094","-0,472624789","-0,717683794","0,0802601972","-0,453058154","0,1135179831"
0,186644,61208,10672,305680,0,0,0,0,1412,434,0,53,47,"0,5027281052","-0,117658412","-0,178007428","-0,502156553","0,1536437738","0,0681915853","-0,309878309"
0,186644,61208,10680,305684,0,0,0,16,1065,384,0,39,61,"-0,419230419","0,0180964984","-0,557208901","-0,89993813","0,2317048199","0,0253489521","-0,097272601"
3,186644,61208,10680,305684,0,0,0,0,1584,436,0,59,41,"1,2736622426","-0,169828424","0,38253102","-0,008535407","-0,37871556","-1,103299634","0,4226113501"
0,186644,61208,10680,305688,0,0,0,0,2004,473,0,77,23,"1,9473941403","-0,24759545","0,1475614561","0,1713168312","0,0253339941","0,0757117935","-0,695574331"
4,186644,61208,10680,305692,0,0,0,0,1317,426,0,49,51,"0,814134941","-0,10216797","0,4508595176","-0,176539942","-0,497247101","-1,473632399","0,8618845558"
2,186644,61208,10680,305692,0,0,0,0,2120,476,0,79,21,"2,3923737562","-0,266658513","0,5258585371","0,4709684489","-0,326361072","-0,710120978","-0,185132977"
2,186644,58520,10688,305696,0,0,0,16,833,482,0,56,43,"0,4379775289","0,0627684408","0,486662934","0,1354121323","-0,332224388","-0,445294641","0,1426253324"
1,186644,58520,10688,305696,0,0,0,0,1509,444,0,56,44,"0,681458494","-0,220293094","0,1618654536","0,2596595312","-0,144592821","-0,207528226","-0,218924566"
1,186644,58520,10688,305700,0,0,0,0,1112,356,0,45,55,"-0,312533723","-0,281424013","-0,3521817","-0,20389141","-0,02679371","-0,323084535","-0,001859523"
4,186644,58520,10688,305704,0,0,0,0,2126,498,0,82,18,"2,6711080782","-0,329049877","1,1093368302","1,3055924034","-0,800352862","-1,353149022","0,196593053"
1,186644,58520,10688,305708,0,0,0,0,1376,414,0,51,49,"0,2976685546","-0,235397708","-0,018636028","0,088508508","-0,101083034","-0,245625207","-0,131618155"
2,186644,58520,10696,305712,0,0,0,16,1626,417,0,62,38,"1,0385294756","-0,203489944","0,188094111","0,497063148","-0,336009627","-0,657236528","-0,042575366"
0,186644,58520,10696,305712,0,0,0,0,1749,462,0,67,33,"1,1828762822","-0,278288055","0,1323756488","0,4554620441","-0,032305545","0,1969718772","-0,668044966"
2,186644,58520,10696,305716,0,0,0,0,1379,413,0,50,50,"0,403963771","-0,236318809","0,137781855","0,1910490678","-0,264221229","-0,622276755","0,1557772774"
8,186644,58520,10696,305716,0,0,0,0,1976,446,0,73,27,"2,6160618364","-0,366157313","1,4862332695","1,4722219017","-1,400543487","-2,971174717","1,4459286097"
2,186644,58520,10696,305720,0,0,0,0,2669,543,0,94,6,"3,3981658328","-0,381616733","1,0538710618","1,5886533517","-0,556608967","-0,546718861","-0,60172463"
1,186644,58520,10704,305724,0,0,0,16,1998,482,0,77,23,"1,9425827424","-0,208460239","0,4218286092","0,8768842633","-0,277073035","-0,1806412","-0,572322257"
1,186644,58520,10704,305724,0,0,0,76,1526,379,0,58,42,"0,5741681575","0,1980694553","-0,346858731","0,3229099801","-0,197155389","-0,342782551","-0,318381845"
6,186644,58520,10704,305728,0,0,0,0,2468,543,0,94,6,"3,7952027873","-0,356200394","1,7418185789","1,9310852329","-1,220600929","-2,061433978","0,5418406398"
0,186644,58520,10704,305728,0,0,0,0,1947,469,0,73,27,"1,5758253597","-0,326192705","0,1951494891","0,6528740007","-0,063405362","0,1985768022","-0,773420717"
4,186644,58520,10704,305732,0,0,0,0,2001,461,0,77,23,"2,2805040192","-0,367085743","0,8763031542","1,1481277072","-0,747862961","-1,37806102","0,2827923937"
0,186644,58520,10716,305736,0,0,0,32,1938,494,0,72,28,"1,6341677836","-0,039669614","0,2328171812","0,7270663139","-0,116505166","0,2528196835","-0,805781343"
4,186644,58520,10716,305736,0,0,0,8,1252,416,0,45,55,"0,4280723341","-0,137843549","0,4361140982","0,3157915717","-0,588055314","-1,345356119","0,7767432625"
1,186644,58520,10716,305740,0,0,0,0,1523,437,0,55,45,"0,6477653001","-0,245570824","0,0933561973","0,2820997651","-0,130281944","-0,172222436","-0,211505781"
3,186644,58520,10716,305740,0,0,0,0,1947,415,0,76,24,"1,9204625478","-0,450464547","0,4465561191","0,9496977379","-0,535854898","-1,050640069","0,0375247603"
6,186644,58520,10716,305744,0,0,0,0,2129,472,0,79,21,"2,770460212","-0,378413862","1,2827321179","1,4790210572","-1,10284474","-2,129771536","0,7879668704"
1,186644,58520,10728,305748,0,0,0,32,2445,536,0,88,12,"2,8804868685","-0,11352718","0,7019085683","1,3662200799","-0,38639796","-0,102496898","-0,810474494"
4,186644,58520,10728,305748,0,0,0,0,1951,477,0,74,26,"2,2068400443","-0,326448419","0,9157771022","1,1348145945","-0,74177361","-1,299663812","0,3190868068"
0,186644,58520,10728,305752,0,0,0,0,1070,385,0,38,62,"-0,609412801","-0,205840582","-0,456317681","-0,330188627","0,1537993243","0,198830958","-0,204796507"
1,186644,58520,10728,305752,0,0,0,0,937,408,0,32,68,"-0,710571094","-0,112460233","-0,196823611","-0,334873186","-0,007600969","-0,127019541","0,1573189884"
2,186644,58520,10728,305756,0,0,0,0,1927,441,0,75,25,"1,8260146549","-0,399185715","0,3869117699","0,8745632781","-0,379398434","-0,588245096","-0,233028136"
3,186644,58520,10736,305760,0,0,0,16,2156,495,0,79,21,"2,4746433646","-0,230441996","0,8184250299","1,251021904","-0,629921453","-0,897268254","-0,0750362"
2,186644,58520,10736,305760,0,0,0,64,1380,420,0,52,48,"0,5397047003","0,2222002282","-0,00173123","0,3644715567","-0,347784107","-0,57087664","0,0521622938"
4,186644,58520,10736,305764,0,0,0,0,2174,496,0,81,19,"2,6947595731","-0,359543572","1,0455914369","1,3751833275","-0,786056471","-1,27843201","0,1948732022"
3,186644,58520,10736,305764,0,0,0,0,2574,531,0,91,9,"3,3401046475","-0,397081541","1,1085948941","1,643640188","-0,692684023","-0,875868659","-0,274795433"
3,186644,58520,10736,305768,0,0,0,0,860,365,0,30,70,"-0,707491924","-0,178436163","-0,086199014","-0,235919608","-0,301758613","-0,961534356","0,758150336"
7,186644,58520,10748,305768,0,0,0,32,1837,506,0,69,31,"2,4715936885","-0,000366724","1,4685250491","1,4411795082","-1,285367048","-2,374479904","1,1799005775"
0,186644,58520,10748,305772,0,0,0,0,1770,452,0,68,32,"1,2326450913","-0,332634665","0,0328008847","0,5324336891","-0,0157305","0,2655965819","-0,685618803"
2,186644,58520,10748,305776,0,0,0,0,1801,468,0,69,31,"1,61933762","-0,309902765","0,4709252703","0,7978800984","-0,370064132","-0,484289013","-0,1523221"
1,186644,58520,10748,305776,0,0,0,0,1617,406,0,61,39,"0,848592595","-0,365240787","-0,06606125","0,4049724295","-0,121825042","-0,189545439","-0,290620648"
2,186644,58520,10748,305780,0,0,0,0,1948,464,0,77,23,"2,0017961301","-0,377988414","0,4946923415","0,9720163236","-0,398624624","-0,512250027","-0,267356367"
0,186644,58520,10756,305784,0,0,0,16,1355,448,0,51,49,"0,3036919024","-0,083599864","-0,126728629","0,1311887376","0,0401402782","0,3214543045","-0,439646771"
1,186644,58520,10756,305784,0,0,0,32,1457,426,0,56,44,"0,6274228559","-0,045727554","-0,072732164","0,3426742047","-0,153029026","-0,131232015","-0,249699767"
1,186644,58520,10756,305784,0,0,0,0,1728,480,0,67,33,"1,3997329149","-0,271334067","0,3372666643","0,6576823915","-0,198514958","-0,049217104","-0,398042591"
2,186644,58520,10756,305788,0,0,0,0,1380,404,0,52,48,"0,4807703576","-0,295255318","0,0400814552","0,2853351576","-0,248585467","-0,535211347","0,1293413135"
0,186644,58520,10756,305792,0,0,0,0,1026,413,0,36,64,"-0,605563447","-0,150303905","-0,352275795","-0,298465022","0,1479404668","0,3084855366","-0,184987204"
1,186644,58520,10768,305792,0,0,0,32,1169,391,0,43,57,"-0,164361089","-0,015042327","-0,337119374","-0,007806528","-0,070355779","-0,138320937","-0,04434553"
5,186644,58520,10768,305796,0,0,0,0,1739,452,0,66,34,"1,8364954352","-0,326097927","0,8764985408","1,0485732473","-0,847487646","-1,637197","0,7262503844"
1,186644,58520,10768,305800,0,0,0,0,1856,492,0,75,25,"1,8286303984","-0,312048721","0,4299606958","0,8615617697","-0,235009375","-0,023321757","-0,515094524"
0,186644,58520,10768,305800,0,0,0,0,1875,493,0,75,25,"1,7095309731","-0,313240958","0,2604010215","0,765471027","-0,06777269","0,3646636378","-0,795910913"
0,186644,58520,10768,305800,0,0,0,0,1188,393,0,43,57,"-0,290301533","-0,252439223","-0,428747985","-0,141780075","0,1370465169","0,2679787939","-0,288112192"
2,186644,58520,10776,305804,0,0,0,16,1278,412,0,49,51,"0,3400312093","-0,142056031","0,0062635218","0,2532008793","-0,255856886","-0,47981615","0,1584310221"
1,186644,58520,10776,305808,0,0,0,0,1184,450,0,56,44,"0,497674548","-0,21043137","0,0963514108","0,2360878398","-0,111884634","-0,000311964","-0,172201102"
4,186644,58520,10776,305808,0,0,0,0,2106,425,0,77,23,"2,2878000122","-0,488485056","0,6185845865","1,2362560551","-0,7074752","-1,335586229","0,2666604144"
6,186644,58520,10776,305812,0,0,0,0,2383,493,0,90,10,"3,4638616475","-0,458882468","1,3891585753","1,8577289659","-1,148880583","-2,019897044","0,6077605608"
1,186644,58520,10776,305816,0,0,0,0,2593,553,0,91,9,"3,1767534722","-0,379097753","0,8306621504","1,5259130619","-0,362301961","0,0114093664","-0,84257238"
2,186644,58520,10784,305808,0,0,0,16,1609,465,0,61,39,"1,2055454759","-0,148890506","0,3365888567","0,6589897536","-0,345457996","-0,409658483","-0,049720255"
0,186644,58520,10784,305820,0,0,0,0,1791,431,0,68,32,"1,1989929962","-0,395066139","-0,110961926","0,5604398147","0,007833151","0,2861983043","-0,687629376"
3,186644,58520,10784,305820,0,0,0,0,1248,414,0,48,52,"0,4243901151","-0,251824305","0,2142455263","0,3263375916","-0,399365127","-0,837890836","0,4694072184"
0,186644,58520,10784,305824,0,0,0,0,1392,407,0,52,48,"0,24160096","-0,30682322","-0,323045208","0,1202760458","0,09332606","0,2952511916","-0,430898276"
3,186644,58520,10784,305832,0,0,0,0,1245,433,0,47,53,"0,4473318537","-0,209843565","0,3075894528","0,3423668994","-0,410741487","-0,799332669","0,4757878194"
1,186644,58520,10792,305824,0,0,0,16,1626,460,0,64,36,"1,1735503343","-0,180824545","0,1440885407","0,6071704528","-0,181050922","-0,019041113","-0,363347507"
1,186644,58520,10792,305836,0,0,0,0,1777,458,0,70,30,"1,4892814667","-0,354685168","0,2047287152","0,7398879336","-0,184847228","-0,034437027","-0,438599888"
1,186644,58520,10792,305840,0,0,0,0,2022,464,0,82,18,"2,1228491002","-0,436866449","0,3020677062","1,0293916358","-0,237715514","-0,056640253","-0,618594925"
0,186644,58520,10792,305840,0,0,0,0,1949,489,0,78,22,"1,8711567896","-0,358922746","0,2331221116","0,8703996547","-0,071801049","0,3901496009","-0,844492741"
0,186644,58520,10792,305844,0,0,0,0,2056,499,0,84,16,"2,1987143723","-0,38438434","0,3175485524","1,0187864404","-0,102795415","0,3946783002","-0,933658019"
1,186644,58520,10800,305844,0,0,0,16,1235,409,0,48,52,"0,1351540593","-0,150284139","-0,213662889","0,1436890666","-0,07401214","-0,048112017","-0,101921301"
0,186644,58520,10800,305848,0,0,0,0,1084,390,0,43,57,"-0,365244515","-0,260979953","-0,47807276","-0,149239067","0,1518864267","0,3324392427","-0,272490961"
5,186644,58520,10800,305848,0,0,0,0,1636,465,0,69,31,"1,9205088691","-0,318948486","0,9249279998","1,1076549744","-0,853950231","-1,542503626","0,7036140623"
2,186644,58520,10800,305852,0,0,0,0,1598,436,0,70,30,"1,4158486271","-0,376671401","0,2561827403","0,7436353314","-0,327124047","-0,427888394","-0,12493561"
1,186644,58520,10800,305856,0,0,0,0,1536,447,0,66,34,"1,1248765063","-0,3274313","0,1161856541","0,5704423368","-0,151426741","-0,008911159","-0,349207912"
4,186644,58520,10808,305856,0,0,0,16,1899,472,0,81,19,"2,4444635588","-0,287255665","0,8078609584","1,3303828295","-0,757921999","-1,170972881","0,2235527957"
0,186644,58520,10808,305860,0,0,0,0,2033,515,0,89,11,"2,4206819517","-0,383671217","0,4078552852","1,1209471008","-0,124821721","0,4545393938","-0,991568447"
2,186644,58520,10808,305860,0,0,0,84,1389,419,0,60,40,"0,8695612452","0,2896858837","-0,083463642","0,6030789195","-0,380058273","-0,458207689","-0,070394501"
1,186644,58520,10808,305864,0,0,0,0,752,399,0,28,72,"-0,982989465","-0,126663538","-0,347777047","-0,378686761","0,0396241133","0,0220104448","0,2287154262"
0,186644,58520,10808,305868,0,0,0,0,1332,421,0,54,46,"0,3222581078","-0,294431228","-0,265399319","0,1767815711","0,0850936005","0,3729192459","-0,449397015"
0,186644,58520,10820,305856,0,0,0,40,1555,465,0,67,33,"1,1261546422","-0,013181002","-0,07432082","0,584571203","-0,045549183","0,4243426036","-0,694011931"
0,186644,58520,10820,305872,0,0,0,0,1601,445,0,69,31,"1,151387194","-0,366051064","-0,073943588","0,5568978413","0,0120077565","0,4007625247","-0,672903571"
0,186644,58520,10820,305872,0,0,0,20,1007,416,0,39,61,"-0,462406336","-0,041721748","-0,43255623","-0,149795498","0,1276594652","0,4185508406","-0,246283193"
5,186644,58520,10820,305876,0,0,0,0,1557,430,0,66,34,"1,6466864027","-0,371418663","0,7086344688","1,0059885019","-0,810064256","-1,563479122","0,7583965408"
0,186644,58520,10820,305876,0,0,0,0,1085,443,0,43,57,"-0,176167394","-0,168978882","-0,226921156","-0,043726686","0,1172205007","0,4696119628","-0,288841425"
3,186644,58520,10828,305880,0,0,0,16,1703,428,0,71,29,"1,6660502574","-0,306476613","0,3319032935","0,9569667069","-0,511380605","-0,804562395","0,1030605918"
1,186644,58520,10828,305884,0,0,0,0,1430,411,0,61,39,"0,7633642927","-0,372073583","-0,125261392","0,4349008731","-0,097056853","-0,014961351","-0,267415474"
2,186644,58520,10828,305884,0,0,0,0,1736,462,0,74,26,"1,7689372354","-0,379806603","0,3833652834","0,9374432677","-0,358137044","-0,34759033","-0,204022521"
0,186644,58520,10828,305888,0,0,0,0,1411,416,0,59,41,"0,5564235151","-0,350370446","-0,284903068","0,3005377646","0,0749691723","0,3865175164","-0,520200766"
0,186644,58520,10828,305892,0,0,0,0,1374,419,0,59,41,"0,5364478284","-0,339601501","-0,269819727","0,2889537813","0,0743313426","0,3974008799","-0,514568891"
2,186644,58520,10836,305884,0,0,0,16,1575,459,0,67,33,"1,3975630851","-0,213468035","0,2838021788","0,7902156588","-0,345150504","-0,325974804","-0,115331291"
2,186644,58520,10836,305896,0,0,0,0,1054,405,0,42,58,"-0,078891141","-0,24062196","-0,093541156","0,1066188993","-0,183680575","-0,34801176","0,2906388993"
0,186644,58520,10836,305896,0,0,0,0,1126,422,0,45,55,"-0,134596491","-0,233665908","-0,339825158","-0,00636731","0,1288248433","0,4516538895","-0,314703514"
2,186644,58520,10836,305900,0,0,0,0,1228,432,0,51,49,"0,4637075728","-0,257367622","0,0945802259","0,352404776","-0,239683249","-0,320096819","0,151394445"
2,186644,58520,10836,305900,0,0,0,0,1740,474,0,76,24,"1,8857825075","-0,371473659","0,4475606278","0,9969550537","-0,371605165","-0,310851867","-0,231406464"
0,186644,58520,10844,305904,0,0,0,16,1560,432,0,68,32,"1,0580597042","-0,274225947","-0,20681871","0,5585554435","0,0120224711","0,415887261","-0,67231143"
0,186644,58520,10844,305904,0,0,0,0,1135,407,0,46,54,"-0,137368114","-0,273115272","-0,419741864","-0,000171672","0,1385909802","0,4352433586","-0,32434786"
0,186644,58520,10844,305908,0,0,0,0,1522,421,0,62,38,"0,7750837116","-0,379264342","-0,258243904","0,4221513562","0,0608402739","0,4094213595","-0,57656382"
2,186644,58520,10844,305912,0,0,0,0,1547,485,0,67,33,"1,4586164078","-0,282844378","0,446050975","0,8103404505","-0,341249068","-0,248623883","-0,099855578"
2,186644,58520,10844,305912,0,0,0,0,1034,394,0,43,57,"-0,093055657","-0,268541912","-0,152685343","0,1075614805","-0,17581167","-0,352157907","0,2848211415"
1,186644,58520,10844,305916,0,0,0,0,975,408,0,39,61,"-0,371634975","-0,213899754","-0,277266659","-0,059858108","-0,002491825","0,0722052423","0,0592254474"
1,186644,58520,10852,305916,0,0,0,16,1316,423,0,60,40,"0,6965358153","-0,221871826","-0,131512954","0,4392902558","-0,112253426","0,0573725986","-0,26050472"
2,186644,58520,10852,305920,0,0,0,0,1212,409,0,53,47,"0,4539289657","-0,31815834","-0,029634273","0,3604468832","-0,223911804","-0,334727516","0,1361501136"
1,186644,58520,10852,305924,0,0,0,0,1423,430,0,61,39,"0,8328821181","-0,347082524","-0,051706183","0,4944038857","-0,105241199","0,0657427676","-0,274004872"
2,186644,58520,10852,305924,0,0,0,0,1883,453,0,83,17,"2,1823038211","-0,475284191","0,3626579281","1,1519284667","-0,380242179","-0,342581577","-0,3316644"
3,186644,58520,10852,305928,0,0,0,0,1973,516,0,90,10,"2,8465087605","-0,400254365","0,8982841146","1,4900915184","-0,621889116","-0,622832791","-0,165873053"
0,186644,58520,10860,305932,0,0,0,16,1153,416,0,48,52,"-0,011391798","-0,157743769","-0,41463232","0,093546761","0,1080385329","0,4710127882","-0,373094599"
6,186644,58520,10860,305932,0,0,0,0,1874,519,1,83,16,"2,9968709796","-0,30220569","1,6544590403","1,5424550246","-1,111958074","-1,657011997","0,5754551571"
1,186644,58520,10860,305932,0,0,0,80,2156,577,0,100,0,"3,2980762047","0,232481938","0,7265152908","1,70283706","-0,469601319","0,220128604","-0,975741915"
